Activity,Matching,year
human practices mentor,Supervision,2017
human practices mentor,Human Practices,2017
human practices mentor,Training,2017
web design mentor,Supervision,2017
web design mentor,Software,2017
web design mentor,Training,2017
primary pi,Supervision,2017
secondary pi,Supervision,2017
faculty advisor,Supervision,2017
worked on metagenomic library,Experiments,2017
worked on metagenomic library,Analysis,2017
helped mackenzie thornbury on metagenomic library,Experiments,2017
helped mackenzie thornbury on metagenomic library,Analysis,2017
helped mackenzie thornbury on metagenomic library,Collaboration,2017
worked on cloning and assay development,Experiments,2017
worked on cloning and assay development,Design,2017
worked on carrying out the pipeline,Experiments,2017
worked on carrying out the pipeline,Analysis,2017
worked on human practices,Human Practices,2017
provided peripheral help on uploading content to the wiki,Documentation,2017
providing ideas and concepts for project working,Design,2017
mediating with school authorities in outreach initiatives,Public Engagement,2017
managing team to gather funds,Fundraising,2017
assisting in lab activities,Experiments,2017
designing experiments for project,Design,2017
designing experiments for project,Experiments,2017
conducting project surveys,Human Practices,2017
conducting outreach initiatives,Public Engagement,2017
managing team work in accordance with igem deadlines,Administration,2017
keeping track of team and time,Administration,2017
assisting with wiki page,Documentation,2017
assisting with team’s public relation,Public Engagement,2017
lab experiments,Experiments,2017
conducting interactive talk sessions,Public Engagement,2017
logo designing,Creative Contributions,2017
event organizing at college level,Public Engagement,2017
industrial visits,Public Engagement,2017
managing team’s social networking sites,Public Engagement,2017
lab work and experiments,Experiments,2017
content writing for wiki page,Documentation,2017
attending regional meet up,Collaboration,2017
literature survey for the project,Design,2017
igem interlab study-2017 experiments,Interlab,2017
igem interlab study-2017 experiments,Experiments,2017
conducting interactive session at local schools,Public Engagement,2017
industrial visit,Other,2017
participation in village awareness campaigns,Public Engagement,2017
preparation of games for college event,Public Engagement,2017
wiki page theme,Documentation,2017
wiki page theme,Creative Contributions,2017
"creating surveys, google forms, questionnaires",Human Practices,2017
"creating surveys, google forms, questionnaires",Documentation,2017
talk session at various local schools,Public Engagement,2017
experiment designing,Design,2017
lab work and cloning experiments,Experiments,2017
bioinformatics study,Analysis,2017
t shirt designing,Creative Contributions,2017
cloning experiments,Experiments,2017
protein profiling,Experiments,2017
statistical analysis on water issues in India,Analysis,2017
product formation and standardization,Experiments,2017
product formation and standardization,Entrepreneurship,2017
data analysis for igem interlab study-2017,Analysis,2017
data analysis for igem interlab study-2017,Interlab,2017
wiki theme,Documentation,2017
wiki page designing,Documentation,2017
covering project progress by capturing group pictures,Documentation,2017
covering project progress by capturing group pictures,Public Engagement,2017
worked extensively in the wet and dry lab,Experiments,2017
worked extensively in the wet and dry lab,Analysis,2017
"responsible for designing primers, oligos, and assembly methods",Design,2017
"responsible for designing primers, oligos, and assembly methods",Experiments,2017
conceived experimental plans and techniques,Design,2017
conceived experimental plans and techniques,Experiments,2017
contributed to work in wet lab,Experiments,2017
verification of recombinase target sites and recombinases,Experiments,2017
helped with modelling in the dry lab,Modelling,2017
helped with modelling in the dry lab,Analysis,2017
design of the overall project and experimental procedures,Design,2017
design of the overall project and experimental procedures,Experiments,2017
designed some ordered dna,Design,2017
designed some ordered dna,Parts,2017
helped troubleshoot in the wet lab,Experiments,2017
worked in the wet lab,Experiments,2017
kept the lab organised,Administration,2017
performed hundreds of experiments,Experiments,2017
helped with human practices in the dry lab,Human Practices,2017
helped with human practices in the dry lab,Analysis,2017
brainstormed ideas for the project,Design,2017
catalogued parts,Parts,2017
catalogued parts,Documentation,2017
contributed to wet lab work,Experiments,2017
focused on the randomiser construct,Design,2017
focused on the randomiser construct,Modelling,2017
worked in the wet lab for biology,Experiments,2017
worked in the clean room building the microfluidic device,Hardware,2017
helped design the microfluidic device,Design,2017
helped design the microfluidic device,Hardware,2017
contributed to research for human practices,Human Practices,2017
was the team’s human practices expert,Human Practices,2017
responsible for data collection and analysis,Analysis,2017
helped in the biology wet lab,Experiments,2017
helped clone constructs and transform and screen cells,Experiments,2017
helped clone constructs and transform and screen cells,Parts,2017
worked extensively in the wet lab,Experiments,2017
involved with all biological experiments,Experiments,2017
created recombinase target sites,Experiments,2017
created recombinase target sites,Parts,2017
purified protein to aid with modelling,Experiments,2017
purified protein to aid with modelling,Modelling,2017
helped raise funding,Fundraising,2017
contributed to public outreach,Public Engagement,2017
involved in nearly every aspect of the project,Other,2017
helped design and build the microfluidic device,Design,2017
helped design and build the microfluidic device,Hardware,2017
helped design scoring system and analyses for human practices,Design,2017
helped design scoring system and analyses for human practices,Analysis,2017
helped design scoring system and analyses for human practices,Human Practices,2017
helped design the wiki,Design,2017
helped design the wiki,Documentation,2017
crucial to the success of the modelling,Modelling,2017
developed software for the model,Software,2017
developed software for the model,Modelling,2017
helped develop the model,Modelling,2017
helped develop aspects of the wiki,Documentation,2017
helped develop oligo designer software,Software,2017
instrumental in creating the wiki,Documentation,2017
participating in igem competition,Collaboration,2017
responsible for human practice in gzhs-united,Human Practices,2017
responsible for wiki in gzhs-united,Documentation,2017
leader of gzhs-united,Administration,2017
participating in competitions,Collaboration,2017
participating in igem,Collaboration,2017
making gel,Experiments,2017
making blank control of pcr,Experiments,2017
participating in british biology olympiad 2017,Other,2017
devoting to international genetically engineered machine competition,Other,2017
participating in a business imitation challenge,Entrepreneurship,2017
participating in guangdong geography olympiad,Other,2017
giving comments and suggestions for presentation in igem,Supervision,2017
giving comments and suggestions for presentation in igem,Training,2017
giving comments and suggestions for modeling in igem,Supervision,2017
giving comments and suggestions for modeling in igem,Modelling,2017
designing the poster for igem,Creative Contributions,2017
designing the poster for igem,Documentation,2017
designing the wiki for igem,Documentation,2017
responsible for mathematical modeling in igem,Modelling,2017
responsible for wiki design in igem,Documentation,2017
constructing standard basic part in igem,Parts,2017
testifying the antioxidation of astaxanthin in igem,Experiments,2017
responsible for translation work in igem,Documentation,2017
responsible for some human practice work in igem,Human Practices,2017
member of wet-lab team in igem,Experiments,2017
advisor for igem,Supervision,2017
improvement of professional words in igem,Documentation,2017
guidance for experiment in igem,Supervision,2017
guidance for experiment in igem,Experiments,2017
advisor in igem,Supervision,2017
giving expert advises in art design for igem,Creative Contributions,2017
in charge of igem of guangdong experimental high school,Administration,2017
giving training about safety and regulation of lab,Training,2017
giving training about safety and regulation of lab,Safety,2017
guided students in biology-related competitions,Supervision,2017
in charge of the apparatus for igem,Hardware,2017
helped in preparations for experiences in igem,Experiments,2017
guided the training for igem,Training,2017
specialized in infectious disease and pathogen biology,Other,2017
responsible for the experiment data record,Documentation,2017
responsible for the experiment data record,Analysis,2017
picture collection,Other,2017
conclusion for improvement and suggestions of the experiment,Analysis,2017
involved in the lab experiments,Experiments,2017
responsible for the wiki attribution part,Documentation,2017
member of human practice projects,Human Practices,2017
main designer of the group poster,Creative Contributions,2017
presentation powerpoint designer,Creative Contributions,2017
in charge of the bacteria part of the experiment,Experiments,2017
designer of human practice’s content,Human Practices,2017
designer of human practice’s content,Creative Contributions,2017
responsible for the experimental data collection,Experiments,2017
responsible for the experimental data collection,Analysis,2017
translate the daily reporter,Documentation,2017
assistance of the daily reporter,Documentation,2017
responsible for all the human practices,Human Practices,2017
public engagement activities,Public Engagement,2017
participated in the lab work,Experiments,2017
wiki design,Documentation,2017
brought cats to meeting room,Other,2017
came up with the idea of killing mosquitoes using bacterial proteins,Design,2017
focused on two bacteria for genes,Design,2017
focused on two bacteria for genes,Experiments,2017
responsible for introducing the design of the experiment in presentation,Design,2017
responsible for introducing the design of the experiment in presentation,Documentation,2017
in charge of the entrepreneurship part,Entrepreneurship,2017
poster presentation,Public Engagement,2017
poster presentation,Creative Contributions,2017
connector of the team,Collaboration,2017
connecting other teams and companies,Collaboration,2017
author of experiment,Experiments,2017
author of experiment,Documentation,2017
"principal part in wiki, presentation and poster",Documentation,2017
"principal part in wiki, presentation and poster",Public Engagement,2017
"principal part in wiki, presentation and poster",Creative Contributions,2017
designer of the team logo,Creative Contributions,2017
helper in laboratory,Experiments,2017
brainstorming with teammates,Design,2017
provides ideas for the project,Design,2017
helped to make the plan of the product,Design,2017
responsible for the advertisements of the product,Creative Contributions,2017
managed the sale of the product,Entrepreneurship,2017
deal with feedback from the customers,Human Practices,2017
involved in the experiment,Experiments,2017
video making,Creative Contributions,2017
participated in the experiments,Experiments,2017
did the genomic dna extraction of bacteria,Experiments,2017
constructed genomic dna into expression vector,Experiments,2017
constructed genomic dna into expression vector,Parts,2017
transform of the vector,Experiments,2017
transform of the vector,Parts,2017
doing experiments in the lab,Experiments,2017
find places for video shooting,Creative Contributions,2017
participate in the short film,Public Engagement,2017
participate in the short film,Creative Contributions,2017
member in the human practice,Human Practices,2017
advertise their project,Public Engagement,2017
advertise their project,Entrepreneurship,2017
take charge in the activities recording,Documentation,2017
take charge in the activities recording,Creative Contributions,2017
experience photographing,Documentation,2017
experience photographing,Creative Contributions,2017
responsible for propagandizing the project and the product,Public Engagement,2017
responsible for propagandizing the project and the product,Entrepreneurship,2017
directors of the promotional video,Creative Contributions,2017
directors of the promotional video,Public Engagement,2017
providing suggestions for video shooting,Creative Contributions,2017
used the camera and the uav to make the video,Public Engagement,2017
used the camera and the uav to make the video,Creative Contributions,2017
responsible for the business plan,Entrepreneurship,2017
helped build the wiki,Documentation,2017
made wonderful ppt,Creative Contributions,2017
took part in several tasks for the final result,Design,2017
took part in several tasks for the final result,Experiments,2017
took part in several tasks for the final result,Analysis,2017
wrote a final paper,Documentation,2017
analyzed the market position for the product,Entrepreneurship,2017
analyzed the market position for the product,Analysis,2017
set a business plan,Entrepreneurship,2017
attributed to speech draft of business plan,Entrepreneurship,2017
attributed to speech draft of business plan,Creative Contributions,2017
took part in the experiment of engineering,Experiments,2017
took part in the experiment of engineering,Design,2017
laboratory chief,Administration,2017
conducted safety training and lab regulation,Safety,2017
conducted safety training and lab regulation,Training,2017
in charge of the apparatus,Hardware,2017
helped with preparations for experiences,Experiments,2017
monitor during experiment for safety,Safety,2017
professor,Supervision,2017
expended knowledge about gene engineering,Training,2017
brought suggestions to improve experiment,Experiments,2017
brought suggestions to improve experiment,Analysis,2017
supervisor,Supervision,2017
gave classes on molecular biology and synthetic biology,Training,2017
introduction on virology and bacteriology,Training,2017
introduction on virology and bacteriology,Public Engagement,2017
advised on project idea,Supervision,2017
advised on project idea,Design,2017
supervised the project,Supervision,2017
took charge in personnel management,Administration,2017
experimental development advisor,Supervision,2017
experimental development advisor,Experiments,2017
gave instruction on experiments,Training,2017
gave instruction on experiments,Experiments,2017
chief advisor for presentation,Supervision,2017
chief advisor for presentation,Creative Contributions,2017
gave suggestions on how to present a project,Creative Contributions,2017
advised on modeling,Supervision,2017
advised on modeling,Modelling,2017
helped students finish their wiki and poster,Documentation,2017
helped students finish their wiki and poster,Creative Contributions,2017
directing students to design their project,Design,2017
directing students to design their project,Supervision,2017
instructed to design project,Design,2017
instructed to design project,Supervision,2017
"gave advices on team wiki, poster and presentation",Documentation,2017
"gave advices on team wiki, poster and presentation",Creative Contributions,2017
"gave advices on team wiki, poster and presentation",Supervision,2017
gave lessons about synthetic biology,Training,2017
helped training the students in experimental operation skills,Training,2017
helped training the students in experimental operation skills,Experiments,2017
helped to design and finish molecular biology experiment,Design,2017
helped to design and finish molecular biology experiment,Experiments,2017
provides field for experiment and activating,Material Supply,2017
provides field for experiment and activating,Experiments,2017
gives precious suggestions to project,Supervision,2017
advisor in modeling,Modelling,2017
advisor in modeling,Supervision,2017
in charge of instruction of team project and experiment design,Design,2017
in charge of instruction of team project and experiment design,Experiments,2017
in charge of instruction of team project and experiment design,Supervision,2017
in charge of management planning of igem-hust,Administration,2017
learned experimental skills,Training,2017
practicing laboratory skills,Training,2017
in charge of building standard bioobricks,Parts,2017
member of experiment group,Experiments,2017
helping construct plasmid vector with new features,Experiments,2017
preparing and submitting parts,Parts,2017
member of the modeling part,Modelling,2017
finish the wiki,Documentation,2017
member of experimental group,Experiments,2017
in charge of management planning of igem-hust,Administration,2017
learned experimental skills,Training,2017
practicing laboratory skills,Training,2017
in charge of building standard bioobricks,Parts,2017
member of experiment group,Experiments,2017
helping construct plasmid vector with new features,Experiments,2017
preparing and submitting parts,Parts,2017
member of the modeling part,Modelling,2017
finish the wiki,Documentation,2017
member of experimental group,Experiments,2017
member of group for the capture part,Parts,2017
wet lab work,Experiments,2017
modeling,Modelling,2017
wiki framework,Documentation,2017
art and design,Creative Contributions,2017
advisors,Supervision,2017
direct guide in experiments,Supervision,2017
direct guide in experiments,Experiments,2017
assistance and support to experiments,Experiments,2017
constructing our project,Design,2017
constructing our project,Hardware,2017
experiments,Experiments,2017
member of group for the capture part,Parts,2017
wet lab work,Experiments,2017
modeling,Modelling,2017
wiki framework,Documentation,2017
art and design,Creative Contributions,2017
advisors,Supervision,2017
direct guide in experiments,Supervision,2017
direct guide in experiments,Experiments,2017
assistance and support to experiments,Experiments,2017
constructing our project,Design,2017
constructing our project,Hardware,2017
experiments,Experiments,2017
leading our team,Administration,2017
interactive programming,Software,2017
multi-media designing,Creative Contributions,2017
multi-media designing,Documentation,2017
human practice,Human Practices,2017
mathematical modeling,Modelling,2017
theory & experiment,Design,2017
theory & experiment,Experiments,2017
plasmid construction,Parts,2017
parts in the theory&experiment group,Parts,2017
parts in the theory&experiment group,Design,2017
parts in the theory&experiment group,Experiments,2017
help with the modeling group,Modelling,2017
design a volleyball practice machine,Hardware,2017
design a volleyball practice machine,Design,2017
designing,Design,2017
experimenting,Experiments,2017
theory&experiment group,Design,2017
theory&experiment group,Experiments,2017
experiment and theory group,Design,2017
experiment and theory group,Experiments,2017
theory and experiment group,Design,2017
theory and experiment group,Experiments,2017
theory and experiment fields,Design,2017
theory and experiment fields,Experiments,2017
summary after activities,Documentation,2017
organization of social research,Human Practices,2017
management and outreach,Administration,2017
management and outreach,Public Engagement,2017
organize social activities,Public Engagement,2017
contact with the pharmaceutical factory,Material Supply,2017
contact with the pharmaceutical factory,Collaboration,2017
contact with the pharmaceutical factory,Entrepreneurship,2017
organize activities related to the hp,Human Practices,2017
managing the team,Administration,2017
instructing team members to design and implement the project,Supervision,2017
instructing team members to design and implement the project,Design,2017
contacting professors and seniors,Collaboration,2017
contacting professors and seniors,Supervision,2017
finding labs,Material Supply,2017
supervising the progress of the project,Supervision,2017
holding the public activity and investigation,Public Engagement,2017
designing logo,Creative Contributions,2017
designing ppt templates,Creative Contributions,2017
designing badge,Creative Contributions,2017
designing uniforms,Creative Contributions,2017
decorating the wiki,Documentation,2017
decorating the wiki,Creative Contributions,2017
in charge of modeling,Modelling,2017
helped with the theoretical experimental group,Design,2017
helped with the theoretical experimental group,Analysis,2017
instructed building theory system,Modelling,2017
instructed building theory system,Training,2017
offered support to experiment,Supervision,2017
offered support to experiment,Experiments,2017
helped with lab safety,Safety,2017
helped with course arrangement,Administration,2017
helped with course arrangement,Training,2017
taught experimental skills,Training,2017
taught experimental skills,Experiments,2017
gave suggestions to experiment,Supervision,2017
helped contact with biotechnology companies,Collaboration,2017
helped contact with biotechnology companies,Entrepreneurship,2017
helped with part construction,Parts,2017
helped with ta cloning,Experiments,2017
conducted bio-safety trainings,Safety,2017
conducted bio-safety trainings,Training,2017
led to the world of synthetic biology,Public Engagement,2017
gave chance to present project,Public Engagement,2017
gave chance to present project,Creative Contributions,2017
supported team management,Administration,2017
lent the computer room,Material Supply,2017
helped with theory and experiment,Supervision,2017
helped with theory and experiment,Experiments,2017
helped with theory and experiment,Modelling,2017
helped with experiment,Experiments,2017
gave suggestions for project,Design,2017
facilitated building theory system,Modelling,2017
offered advice to human practise work,Human Practices,2017
offered advice to human practise work,Supervision,2017
provided information on ringworm and cancers,Human Practices,2017
provided information on ringworm and cancers,Public Engagement,2017
attended interview on melanoma and crispr,Public Engagement,2017
clarified current situation and prospect of gene therapy and melanoma,Public Engagement,2017
clarified current situation and prospect of gene therapy and melanoma,Human Practices,2017
provided financial support,Fundraising,2017
contributed to publishing of picture book,Documentation,2017
contributed to publishing of picture book,Creative Contributions,2017
served as a point of contact with the department of undergraduate biology,Administration,2017
shared his expertise on project formulation and presentation,Supervision,2017
shared his expertise on project formulation and presentation,Design,2017
provided insights to refine our project and protocols,Supervision,2017
provided insights to refine our project and protocols,Design,2017
provided insights to refine our project and protocols,Experiments,2017
helped understand the kinetics behind our project,Supervision,2017
helped understand the kinetics behind our project,Analysis,2017
assisted with suggestions on cell lysis and protein purification,Supervision,2017
assisted with suggestions on cell lysis and protein purification,Experiments,2017
helped model our phylogenic tree,Supervision,2017
helped model our phylogenic tree,Modelling,2017
assisted with interlab,Supervision,2017
assisted with interlab,Interlab,2017
provided access to a plate reader,Material Supply,2017
acted as a liaison for transactions and accessing funds for laboratory supplies,Administration,2017
acted as a liaison for transactions and accessing funds for laboratory supplies,Fundraising,2017
helped with setup and troubleshooting of equipment,Supervision,2017
helped with setup and troubleshooting of equipment,Hardware,2017
offered expertise during mrsa testing,Supervision,2017
offered expertise during mrsa testing,Experiments,2017
ensured safety regulations were followed,Safety,2017
shared insights on the clinical application of our project,Human Practices,2017
member of women in science and engineering (wise),Public Engagement,2017
involved with pre-med society,Public Engagement,2017
involved with synthetic biology club,Public Engagement,2017
watching musicals,Other,2017
eating ice cream,Other,2017
reading,Other,2017
recite the entire work of dante’s inferno in italian,Other,2017
member of university scholars,Public Engagement,2017
chopping up meat at king kullen,Other,2017
bartending,Other,2017
playing volleyball,Other,2017
attempting to sing,Other,2017
hating on chipotle,Other,2017
maintaining his status as someone who has never been on a plane,Other,2017
involved with the muslim students association,Other,2017
baking,Other,2017
impromptu hangouts,Other,2017
learning new languages,Other,2017
taught herself to read/write Korean,Other,2017
member of neuroscience axis,Other,2017
writer for stony brook young investigators review,Other,2017
baking confections,Other,2017
writing short stories and poems,Other,2017
traveling to new places,Other,2017
peer assisted learning leader at the astc,Other,2017
member of the women’s soccer team,Other,2017
cheers on her favorite contestants on the bachelorette,Other,2017
member of the national society of collegiate scholars,Other,2017
writer for the stony brook young investigators review,Other,2017
sso (science and society) forever fellow,Other,2017
cooking,Other,2017
sampling cuisines of various cultures,Other,2017
member of the honors college,Other,2017
member of stony brook’s club running team,Other,2017
rha senator,Other,2017
trying new foods,Other,2017
baking fruit crisps,Other,2017
staying active by running,Other,2017
playing soccer,Other,2017
partaking in spin classes with chloe,Other,2017
member of project sunshine,Other,2017
member of synthetic biology society,Other,2017
founder of the club swim team,Other,2017
staying active by swimming,Other,2017
dancing,Other,2017
taking spin classes,Other,2017
involved with biochemistry society,Other,2017
involved with community service club,Other,2017
playing golf,Other,2017
traveling to different countries,Public Engagement,2017
camp kesem counselor,Human Practices,2017
medhacks campus ambassador,Public Engagement,2017
vice president of 3diatrics,Other,2017
graced the stage of carnegie hall with his high school choir,Other,2017
member of the red watch band care team,Human Practices,2017
pal leader in the academic and success tutoring center,Training,2017
undergraduate researcher in the chemistry department,Experiments,2017
eating,Other,2017
scavenging for memes,Other,2017
dreaming of owning a pet sloth,Other,2017
member of stony brook undergraduate fellows,Other,2017
camp kesam,Other,2017
playing video games,Other,2017
skating,Other,2017
soccer,Other,2017
putting the milk in before the cereal,Other,2017
photographer for stony brook young investigators review,Documentation,2017
cert,Other,2017
photography,Other,2017
playing guitar,Other,2017
longboarding,Other,2017
playing basketball,Other,2017
biking,Other,2017
involved with environmental and greenhouse clubs,Other,2017
hiking,Other,2017
examining critters,Other,2017
advocating for the environment,Other,2017
eating spicy foods,Other,2017
wiki design,Documentation,2017
designing the project,Design,2017
creating the appropriate protocols,Experiments,2017
conducting all of the lab work,Experiments,2017
allowing lab space usage,Material Supply,2017
troubleshooting,Experiments,2017
troubleshooting,Software,2017
troubleshooting,Hardware,2017
providing lab materials,Material Supply,2017
organizing lab space,Administration,2017
helping purchase lab materials,Material Supply,2017
finding sponsors,Fundraising,2017
providing environment for safe usage of aflatoxin b1,Safety,2017
providing aflatoxin b1,Material Supply,2017
designing igem wiki page,Design,2017
designing igem wiki page,Documentation,2017
creating igem wiki page,Documentation,2017
favorite animal: elk,Other,2017
favorite food: taco,Other,2017
loves to bake,Other,2017
favorite book: 1984,Other,2017
plays kerbal space program,Other,2017
blackbelt,Other,2017
likes to play frisbee,Other,2017
enjoys hiking,Other,2017
plays the guitar,Other,2017
assistant professor,Supervision,2017
plays chess,Other,2017
participating in igem,Other,2017
worked in lab,Experiments,2017
focus on the molecular and cell biology,Experiments,2017
cooperate with team to get better understanding of knowledge,Collaboration,2017
making the device in the team,Hardware,2017
proposed the idea to check whether the plants are ill by detecting their vocs,Design,2017
took part in experiments of the remote-control of trichoderma,Experiments,2017
domesticate the trichoderma,Experiments,2017
participate in igem,Other,2017
serve as the advisor of the team,Supervision,2017
responsible for device design,Design,2017
responsible for device design,Hardware,2017
data analysis,Analysis,2017
programming work,Software,2017
learned a lot during this project,Other,2017
responsible for art work in our team,Creative Contributions,2017
member of zju-china,Other,2017
involvement in igem,Other,2017
cooperate with team for better understanding of synthetic biology,Collaboration,2017
cooperate with team for better understanding of synthetic biology,Training,2017
responsible for making the device in the team,Hardware,2017
responsible for data analysis,Analysis,2017
responsible for programming work,Software,2017
responsible for art work in the team,Creative Contributions,2017
built the connection between the team and the hq of igem,Administration,2017
built the connection between the team and the hq of igem,Collaboration,2017
did great job in team construction,Administration,2017
did great job in team construction,Human Practices,2017
in charge of the lab,Administration,2017
in charge of the lab,Supervision,2017
provided the trichoderma.atroviride and agrobacterium strain,Material Supply,2017
provided protocols about filamentous fungi,Documentation,2017
designed and optimized project,Design,2017
provided trichoderma.atroviride and agrobacterium strain,Material Supply,2017
provided random insertion plasmid,Material Supply,2017
did pcr to get h3 promoters and rp27 terminators,Experiments,2017
supported on voc hardware examination,Hardware,2017
supported on voc hardware examination,Supervision,2017
allowed use of large-scale experimental apparatus platform,Material Supply,2017
gave pseudomonas fluorescens 2p24 strain,Material Supply,2017
gave four plasmids for building t.atroviride genetic engineering kit,Material Supply,2017
sampled gas from tobacco field to run gc-ms,Experiments,2017
contacted with cntc in hunan province,Collaboration,2017
contacted with cntc in hunan province,Public Engagement,2017
helped contact with managers of zhejiang science & technology museum,Collaboration,2017
helped contact with managers of zhejiang science & technology museum,Public Engagement,2017
advised and reviewed human practices strategies,Human Practices,2017
advised and reviewed human practices strategies,Supervision,2017
supervised lab work and ensured safety,Supervision,2017
supervised lab work and ensured safety,Safety,2017
instructed in many aspects,Training,2017
instructed in many aspects,Supervision,2017
inspired consideration of practical application of project,Entrepreneurship,2017
inspired consideration of practical application of project,Human Practices,2017
sampled gas from tobacco field to run gc-ms,Experiments,2017
contacted with cntc in hunan province,Collaboration,2017
contacted with cntc in hunan province,Public Engagement,2017
helped contact with managers of zhejiang science & technology museum,Collaboration,2017
helped contact with managers of zhejiang science & technology museum,Public Engagement,2017
advised and reviewed human practices strategies,Human Practices,2017
advised and reviewed human practices strategies,Supervision,2017
supervised lab work and ensured safety,Supervision,2017
supervised lab work and ensured safety,Safety,2017
instructed in many aspects,Training,2017
instructed in many aspects,Supervision,2017
inspired consideration of practical application of project,Entrepreneurship,2017
inspired consideration of practical application of project,Human Practices,2017
joined the duke igem team,Other,2018
joined lynch lab,Other,2018
research on miraculin,Design,2018
research on miraculin,Experiments,2018
learning about biology,Training,2018
member of igem,Other,2018
studying partition functions to molecular biology,Modelling,2018
studying partition functions to molecular biology,Analysis,2018
going to grad school for bme,Other,2018
conducted research in molecular biology,Experiments,2018
developed global health interests,Human Practices,2018
teaching swim lessons,Other,2018
provided support as an advisor,Supervision,2018
provided support on difficult techniques,Training,2018
answered technical questions,Supervision,2018
carried out all experiments,Experiments,2018
worked on the 2nd lock in our triple lock system - semantic containment,Design,2018
worked on the 2nd lock in our triple lock system - semantic containment,Experiments,2018
worked on mathematical modelling,Modelling,2018
building wiki,Documentation,2018
dna degradation switch,Design,2018
dna degradation switch,Experiments,2018
worked on the 3rd lock in our triple lock system - alternative selection,Design,2018
worked on the 3rd lock in our triple lock system - alternative selection,Experiments,2018
designed and carried out the experimentation that tested the protocols for making maxicells,Design,2018
designed and carried out the experimentation that tested the protocols for making maxicells,Experiments,2018
characterised the methods that were easiest and most efficient,Experiments,2018
characterised the methods that were easiest and most efficient,Analysis,2018
mainly involved in design and construction of fabi and fabv parts,Design,2018
mainly involved in design and construction of fabi and fabv parts,Parts,2018
involved in wet lab work,Experiments,2018
part design in other sides of the project,Design,2018
part design in other sides of the project,Parts,2018
contributed to both the biosensor and interlab work,Experiments,2018
contributed to both the biosensor and interlab work,Interlab,2018
helped with graphical analysis of the data obtained,Analysis,2018
chief of social media,Public Engagement,2018
team photographer,Creative Contributions,2018
designed and assembled all micc constructs,Design,2018
designed and assembled all micc constructs,Experiments,2018
worked on demonstrating the application of maxicells as biosensors,Experiments,2018
worked on demonstrating the application of maxicells as biosensors,Design,2018
contributed to interlab study,Interlab,2018
designed and carried out the experimentation for quantifying the active metabolic time frame of our maxicells,Design,2018
designed and carried out the experimentation for quantifying the active metabolic time frame of our maxicells,Experiments,2018
presented our team at igem uk meetup at oxford,Public Engagement,2018
helped with interlab study,Interlab,2018
design our project logo,Creative Contributions,2018
design our team logo,Creative Contributions,2018
working on the biosafety side of the project by attempting to put a block on horizontal gene transfer,Safety,2018
focusing on the design and mathematical modelling of our killswitch,Design,2018
focusing on the design and mathematical modelling of our killswitch,Modelling,2018
testing methods for producing maxicells,Experiments,2018
involved in the interlab,Interlab,2018
focusing on adding an alternative selection marker - triclosan resistance - into e. coli,Design,2018
focusing on adding an alternative selection marker - triclosan resistance - into e. coli,Experiments,2018
jumped in on many parts of the project,Other,2018
worked on the fabv tricloasan resistant plasmid,Experiments,2018
worked on the fabv tricloasan resistant plasmid,Parts,2018
working with inga and ben on the interlab task,Interlab,2018
focusing on how well our maxicell can be applied to construct biosensors,Design,2018
focusing on how well our maxicell can be applied to construct biosensors,Analysis,2018
"team photographer, social media spammer and data analyst",Public Engagement,2018
"team photographer, social media spammer and data analyst",Analysis,2018
working on most of the gene constructs to be used by others in our experiments,Parts,2018
working on most of the gene constructs to be used by others in our experiments,Experiments,2018
took charge of the virus-like particle (vlp) assembly process,Experiments,2018
cloned n-terminal constructs into dh5a and bl21,Experiments,2018
cloned n-terminal constructs into dh5a and bl21,Parts,2018
purified proteins for subsequent vlp analysis,Experiments,2018
purified proteins for subsequent vlp analysis,Analysis,2018
optimized buffer conditions for gag variant vlps,Experiments,2018
designed time assays to observe vlp intermediates,Design,2018
designed time assays to observe vlp intermediates,Experiments,2018
actively assisted in all aspects of other lab work,Experiments,2018
modelled our vlps to determine packaging parameters,Modelling,2018
designed the initial biobrick primers,Design,2018
designed the initial biobrick primers,Parts,2018
created sds-page and agarose gels,Experiments,2018
assisted in various aspects of the cloning and purification process,Experiments,2018
helped in formatting lab images and documents for recording purposes,Documentation,2018
made competent bl21 and dh5a cells,Experiments,2018
assisted with cloning attempts of the c-terminal purification tagged constructs into dh5a,Experiments,2018
created the poster for our poster session at the giant jamboree,Creative Contributions,2018
assisted in the cloning attempts of the c-terminal purification tagged constructs,Experiments,2018
assisted in various aspects of induction,Experiments,2018
assisted in protein purification,Experiments,2018
restocked general lab supplies,Material Supply,2018
sequenced many of our constructs,Experiments,2018
sequenced many of our constructs,Analysis,2018
prepared the biobricks for shipping,Parts,2018
designed gag construct variants,Design,2018
designed gibson and non-gibson primers,Design,2018
led the initial gibson assembly,Experiments,2018
led n-terminal and c-terminal cloning attempts,Experiments,2018
optimized the cloning process with homemade competent cells,Experiments,2018
cloned constructs for biobrick submittal,Experiments,2018
cloned constructs for biobrick submittal,Parts,2018
took charge of cloning the gag-rfp fusion protein,Experiments,2018
actively assisted and organized all aspects of lab work,Experiments,2018
actively assisted and organized all aspects of lab work,Administration,2018
strategized to push the project forward,Design,2018
coded the wiki,Documentation,2018
coded the wiki,Software,2018
managed the collaboration with team dalhousie,Collaboration,2018
managed the collaboration with team dalhousie,Administration,2018
