Activity,Matching,year
designed and assembled all micc constructs,Design,2018
designed and assembled all micc constructs,Parts,2018
worked on demonstrating the application of maxicells as biosensors,Experiments,2018
contributed to interlab study,Interlab,2018
designed and carried out the experimentation for quantifying the active metabolic time frame of our maxicells,Design,2018
designed and carried out the experimentation for quantifying the active metabolic time frame of our maxicells,Experiments,2018
presented our team at igem uk meetup at oxford,Public Engagement,2018
allowing eva to use lab space and equipment for the semantic containment side of the project,Material Supply,2018
design our project logo,Creative Contributions,2018
design our team logo,Creative Contributions,2018
working on the biosafety side of the project by attempting to put a block on horizontal gene transfer,Safety,2018
focusing on the design and mathematical modelling of our killswitch,Design,2018
focusing on the design and mathematical modelling of our killswitch,Modelling,2018
testing methods for producing maxicells,Experiments,2018
involved in the interlab,Interlab,2018
focusing on adding an alternative selection marker - triclosan resistance - into e. coli,Experiments,2018
jumped in on many parts of the project,Design,2018
jumped in on many parts of the project,Experiments,2018
jumped in on many parts of the project,Documentation,2018
jumped in on many parts of the project,Analysis,2018
jumped in on many parts of the project,Parts,2018
jumped in on many parts of the project,Safety,2018
jumped in on many parts of the project,Entrepreneurship,2018
jumped in on many parts of the project,Hardware,2018
jumped in on many parts of the project,Software,2018
jumped in on many parts of the project,Human Practices,2018
jumped in on many parts of the project,Public Engagement,2018
jumped in on many parts of the project,Collaboration,2018
jumped in on many parts of the project,Fundraising,2018
jumped in on many parts of the project,Creative Contributions,2018
jumped in on many parts of the project,Administration,2018
jumped in on many parts of the project,Material Supply,2018
jumped in on many parts of the project,Supervision,2018
jumped in on many parts of the project,Training,2018
baby was the fabv tricloasan resistant plasmid,Parts,2018
baby was the fabv tricloasan resistant plasmid,Experiments,2018
working with inga and ben on the interlab task,Interlab,2018
mainly focusing on biosensor part of our project,Design,2018
mainly focusing on biosensor part of our project,Experiments,2018
mainly focusing on biosensor part of our project,Parts,2018
"team photographer, social media spammer and data analyst",Public Engagement,2018
"team photographer, social media spammer and data analyst",Analysis,2018
working on most of the gene constructs to be used by others in our experiments,Parts,2018
working on most of the gene constructs to be used by others in our experiments,Experiments,2018
took charge of the virus-like particle (vlp) assembly process,Experiments,2018
cloned our n-terminal constructs into dh5a and bl21,Experiments,2018
cloned our n-terminal constructs into dh5a and bl21,Parts,2018
purified proteins for subsequent vlp analysis,Experiments,2018
optimized buffer conditions for our gag variant vlps,Experiments,2018
designed time assays to observe vlp intermediates,Experiments,2018
actively assisted in all aspects of other lab work,Experiments,2018
modelled our vlps to determine packaging parameters,Modelling,2018
designed the initial biobrick primers,Design,2018
designed the initial biobrick primers,Parts,2018
created sds-page and agarose gels,Experiments,2018
assisted in various aspects of the cloning and purification process,Experiments,2018
helped in formatting lab images and documents for recording purposes,Documentation,2018
made competent bl21 and dh5a cells,Experiments,2018
assisted with cloning attempts of the c-terminal purification tagged constructs into dh5a,Experiments,2018
created the poster for our poster session at the giant jamboree,Creative Contributions,2018
assisted in the cloning attempts of the c-terminal purification tagged constructs,Experiments,2018
assisted in various aspects of induction,Experiments,2018
assisted in protein purification,Experiments,2018
restocked general lab supplies,Material Supply,2018
was tasked with sequencing many of our constructs,Analysis,2018
prepared the biobricks for shipping,Parts,2018
designed gag construct variants,Design,2018
led the initial gibson assembly and n-terminal and c-terminal cloning attempts,Experiments,2018
optimized the cloning process with the use of our homemade competent cells,Experiments,2018
cloned constructs for biobrick submittal,Parts,2018
took charge of cloning the gag-rfp fusion protein,Experiments,2018
actively assisted and organized all aspects of lab work,Administration,2018
actively assisted and organized all aspects of lab work,Experiments,2018
strategized to push the project forward,Design,2018
coded the wiki,Documentation,2018
coded the wiki,Software,2018
managed the collaboration with team dalhousie,Collaboration,2018
assisted with testing the gibson assembly method,Experiments,2018
"assisted in various aspects of the cloning, induction, and protein purification processes",Experiments,2018
was actively engaged in wet lab work over the summer,Experiments,2018
helped to add wiki content,Documentation,2018
"provided crucial guidance on project design, research methods, and laboratory techniques",Supervision,2018
"provided crucial guidance on project design, research methods, and laboratory techniques",Design,2018
conducting thesis research studying the integrase of a centromere-specific retrotransposon,Analysis,2018
directed research investigating the biological differences in er+ breast cancers in the native hawaiian population,Analysis,2018
contributed to cloning the many constructs tested for vlp formation,Experiments,2018
managing the collaboration between the hawaii igem team and team dalhousie,Collaboration,2018
working on characterizing and creating nanoparticles from centromere-specific retrotransposons in zea mays,Experiments,2018
"designing, cloning, and expression of fusion proteins",Design,2018
"designing, cloning, and expression of fusion proteins",Experiments,2018
sequence analysis in bioinformatic software,Analysis,2018
"conducting research protocols including pcr, dna purification, bacterial transformation, dna sequencing",Experiments,2018
use of the bioinformatics software geneious,Software,2018
"gained lab experience in bacterial induction, insoluble protein purification",Experiments,2018
operation of bioinformatics software,Software,2018
operation of bioinformatics software,Analysis,2018
performing a variety of lab protocols,Experiments,2018
majoring in chemical engineering with a concentration in biochemical engineering,Design,2018
majoring in chemical engineering with a concentration in biochemical engineering,Experiments,2018
majoring in molecular genetics/genomics and neuroscience,Analysis,2018
majoring in molecular genetics/genomics and neuroscience,Design,2018
majoring in chemical engineering,Design,2018
majoring in chemical engineering,Experiments,2018
majoring in environmental studies and sustainability,Human Practices,2018
majoring in environmental studies and sustainability,Public Engagement,2018
"aspiring plant biologist, mycologist, ecologist, computational biologist",Analysis,2018
"aspiring plant biologist, mycologist, ecologist, computational biologist",Experiments,2018
"aspiring plant biologist, mycologist, ecologist, computational biologist",Design,2018
majoring in biosystems engineering,Design,2018
majoring in biosystems engineering,Experiments,2018
majoring in biosystems engineering,Hardware,2018
main human practices planner,Human Practices,2018
majoring in microbiology with a minor in global public health and epidemiology,Analysis,2018
majoring in microbiology with a minor in global public health and epidemiology,Human Practices,2018
majoring in microbiology with a minor in global public health and epidemiology,Public Engagement,2018
majoring in biochemistry and genetics,Other,2018
focusing on cell physiology and metabolism of cyanobacteria,Design,2018
focusing on cell physiology and metabolism of cyanobacteria,Analysis,2018
focusing on plant synthetic biology,Design,2018
working on understanding electron flows in bacterial metabolism,Design,2018
working on understanding electron flows in bacterial metabolism,Analysis,2018
associate professor of chemical and biological engineering,Supervision,2018
researching the microbiome of biofuel crops,Design,2018
researching the microbiome of biofuel crops,Analysis,2018
"graduate student focusing in symbiotic interactions, evolutionary biology and stress tolerance",Design,2018
"graduate student focusing in symbiotic interactions, evolutionary biology and stress tolerance",Analysis,2018
plasmid mini preps and troubleshooting,Experiments,2018
protocols,Documentation,2018
protocols,Experiments,2018
wiki,Documentation,2018
business plan,Entrepreneurship,2018
public outreach,Public Engagement,2018
seeking sponsors,Fundraising,2018
lab work,Experiments,2018
building business model,Entrepreneurship,2018
protein modeling for mutation simulations,Modelling,2018
root isolation,Experiments,2018
data collection,Analysis,2018
contacting farmers,Human Practices,2018
human practices,Human Practices,2018
seeking sponsors and collaborations,Fundraising,2018
seeking sponsors and collaborations,Collaboration,2018
environmental impact assessment,Human Practices,2018
plant care,Experiments,2018
endophyte collection and identification,Experiments,2018
transformation of endophytes,Experiments,2018
safety forms,Safety,2018
endophyte isolation and characterization,Experiments,2018
plant maintenance,Experiments,2018
outreach,Public Engagement,2018
experiment planning,Design,2018
plasmid work,Experiments,2018
plasmid work,Parts,2018
treasurer of our funds,Fundraising,2018
treasurer of our funds,Administration,2018
provided general support,Supervision,2018
assisted in mathematical modeling and data analysis,Modelling,2018
assisted in mathematical modeling and data analysis,Analysis,2018
guided instrument operation,Training,2018
guided instrument operation,Experiments,2018
contributed to interlab measurement,Interlab,2018
provided contact information for chemical fertilizer companies,Human Practices,2018
provided guidance and feedback for the project,Supervision,2018
assisted in contact with people,Human Practices,2018
assisted in contact with people,Public Engagement,2018
supported human practices projects,Human Practices,2018
edited pictures,Documentation,2018
edited pictures,Creative Contributions,2018
accomplished paperwork,Documentation,2018
accomplished paperwork,Administration,2018
accomplished crucial experiments,Experiments,2018
answered questions and reminded of deadlines,Supervision,2018
answered questions and reminded of deadlines,Administration,2018
team leadership,Supervision,2018
team leadership,Administration,2018
provided financial and intellectual support,Fundraising,2018
provided financial and intellectual support,Supervision,2018
project lead - nanopore,Design,2018
project lead - nanopore,Supervision,2018
collaboration,Collaboration,2018
project lead - dna editor,Design,2018
project lead - dna editor,Supervision,2018
project lead - repair,Design,2018
project lead - repair,Supervision,2018
interlab measurement,Interlab,2018
human practice,Human Practices,2018
closely guiding us in our igem journey,Supervision,2018
guided us in our nanopore project,Supervision,2018
mentor for our repair project,Supervision,2018
helped us to analyse data for nanopore project,Supervision,2018
helped us to analyse data for nanopore project,Analysis,2018
training and guiding us in many projects,Supervision,2018
training and guiding us in many projects,Training,2018
mentor of our dna base editor project,Supervision,2018
advisor for our igem project,Supervision,2018
leader for nanopore project,Supervision,2018
participated in experiments in the dna base editor project,Experiments,2018
part of the interlab measurement team,Interlab,2018
participated in the dna base editor project,Experiments,2018
in charge of collaboration with team ui-indonesia,Collaboration,2018
in charge of human practice,Human Practices,2018
leader for the dna base editor project,Supervision,2018
in charge of our collaboration with macquarie university,Collaboration,2018
prepared for the submission of all of our parts,Parts,2018
leader of the repair project,Supervision,2018
leader of the igem team,Supervision,2018
in charge of constructing the wiki page,Documentation,2018
leader of the interlab measurement,Interlab,2018
leader of the base pair change project,Design,2018
leader of the base pair change project,Experiments,2018
helped in our collaboration with nusgem,Collaboration,2018
leader for our human practice,Human Practices,2018
conducted the social studies and the cross-country survey,Human Practices,2018
teaching us basic molecular cloning techniques,Training,2018
offering us meticulous advice on project and biobrick design,Supervision,2018
offering us meticulous advice on project and biobrick design,Design,2018
teaching us basic experimental methods,Training,2018
providing us with protocols for bca assay,Material Supply,2018
extracting omv,Experiments,2018
giving us advice on biobrick design,Supervision,2018
giving us advice on biobrick design,Parts,2018
performing experiment,Experiments,2018
"helping us construct tora-gfp, fada, cjcas9, and sgrna’s biobrick",Parts,2018
"designing team logo, posters, and postcards",Creative Contributions,2018
drawing illustrative pictures,Creative Contributions,2018
creating wiki pages,Documentation,2018
providing general information about crc in china,Human Practices,2018
giving us feedbacks concerning safety and improvement on our project,Safety,2018
giving us feedbacks concerning safety and improvement on our project,Supervision,2018
involved with most of the team’s work,Other,2018
group 3 of wet lab,Experiments,2018
wiki,Documentation,2018
art supervision,Supervision,2018
art supervision,Creative Contributions,2018
lab works,Experiments,2018
work on human practice,Human Practices,2018
experiment group,Experiments,2018
hp group,Human Practices,2018
doing standard biological parts,Parts,2018
assistant to the leader of the group 2,Administration,2018
carrying out wet lab work,Experiments,2018
leader of group 3 of wet lab,Experiments,2018
involved mostly in the digestion of dna outside the cells,Experiments,2018
construction of wiki,Documentation,2018
presentation,Public Engagement,2018
construction of the amplification circuit,Experiments,2018
experimenter of group 1 of wet lab,Experiments,2018
construction of vector,Experiments,2018
fluorescence detection of arsenic ions,Experiments,2018
building dynamic models of heavy metal biosensors,Modelling,2018
plasmid construction,Experiments,2018
fluorescence detection,Experiments,2018
fluorescence detection,Analysis,2018
design of the initial loop,Design,2018
participated in hp activities,Human Practices,2018
making the wiki,Documentation,2018
purifying cas9 protein,Experiments,2018
detecting cas9 activity,Experiments,2018
detecting cas9 activity,Analysis,2018
molecular cloning,Experiments,2018
molecular cloning,Parts,2018
part construction,Experiments,2018
part construction,Parts,2018
joins the presentation group,Creative Contributions,2018
team’s photography work,Creative Contributions,2018
works on standard biological parts,Parts,2018
cultivating a new method of diagnosis of cancer markers,Experiments,2018
cultivating a new method of diagnosis of cancer markers,Design,2018
leader of the group 2 of wet lab,Experiments,2018
leader of the group 2 of wet lab,Administration,2018
arranged the tasks,Administration,2018
washing hundreds of test tubes,Experiments,2018
research on mitochondrial disease and mitochondrial gene editing,Design,2018
research on mitochondrial disease and mitochondrial gene editing,Analysis,2018
purifying the cas12a protein,Experiments,2018
constructing the fusion protein of cas12a protein and hydrophobic protein,Experiments,2018
model designing,Modelling,2018
advisor for modelling,Supervision,2018
advisor for modelling,Modelling,2018
giving help and suggestions of team affairs,Supervision,2018
setting up the team,Administration,2018
recruiting members,Administration,2018
educating team members with relevant experimental techniques,Training,2018
instructing students in daily experiments,Training,2018
assisting the professor in organizing daily routine,Administration,2018
coordinating personnel changes,Administration,2018
begonia festival,Public Engagement,2018
tianjin environmental protection bureau interview,Human Practices,2018
email communication for advice and information,Collaboration,2018
hospital interview and invitation,Human Practices,2018
education,Training,2018
education,Public Engagement,2018
wiki text,Documentation,2018
figuring out the quality of certain heavy metal in water,Experiments,2018
figuring out the quality of certain heavy metal in water,Analysis,2018
high throughput screening of certain cancer,Experiments,2018
advice and suggestions,Supervision,2018
poster text and graphic design,Creative Contributions,2018
poster text and graphic design,Documentation,2018
banner,Creative Contributions,2018
wiki design,Documentation,2018
logo design,Creative Contributions,2018
literature research,Design,2018
heavy metal detection,Experiments,2018
cell-free cancer detection,Experiments,2018
delivery of the rnps into cells,Experiments,2018
curation of mitochondrial diseases,Analysis,2018
biobricks,Parts,2018
presentation,Creative Contributions,2018
favorite lab work is pipetting,Experiments,2018
student leader of this year's igem team,Administration,2018
outreach coordinator,Public Engagement,2018
wet lab team member,Experiments,2018
freezing cells in liquid nitrogen,Experiments,2018
plating e. coli with glass beads,Experiments,2018
watching netflix while doing colony pcrs,Experiments,2018
designing team logos and graphics,Creative Contributions,2018
punching out bands during gel extractions,Experiments,2018
performing gel extractions,Experiments,2018
member of the wet lab team,Experiments,2018
coded the wiki,Software,2018
coded the wiki,Documentation,2018
load a gel,Experiments,2018
doing mathematical simulations and modeling,Modelling,2018
generated an algorithm to optimize the matching between incoming freshmen and pre-major advisors,Software,2018
pi and team advisor,Supervision,2018
guidance with math modeling,Supervision,2018
guidance with math modeling,Modelling,2018
assistance with lab facilities,Material Supply,2018
acknowledged for support,Supervision,2018
microscopy guidance,Training,2018
microscopy guidance,Supervision,2018
developing the conceptual framework,Design,2018
mentoring of math team,Supervision,2018
mentoring of math team,Modelling,2018
advice on presentation,Supervision,2018
advice on presentation,Creative Contributions,2018
technical support,Material Supply,2018
provided starter set of 3g compatible parts,Parts,2018
support for outreach efforts,Public Engagement,2018
mini-proposal funding,Fundraising,2018
administrative support,Administration,2018
financial support,Fundraising,2018
molecular cloning work,Experiments,2018
student leader,Administration,2018
working on an mvp for an electronic health records system,Software,2018
participating in research with the igem team,Experiments,2018
participating in research with the igem team,Design,2018
joined the igem team to work on a project,Other,2018
volunteer teacher,Training,2018
invested in the future of medical illustration and scientific literacy,Public Engagement,2018
provided overarching guidance for the research project,Supervision,2018
helped provide preliminary guidance during beginning stages of planning,Supervision,2018
trained new igem team members in relevant molecular biology laboratory techniques,Training,2018
provided day-to-day guidance in lab,Supervision,2018
helped troubleshoot experiments,Supervision,2018
helped troubleshoot experiments,Experiments,2018
advice on general research direction,Supervision,2018
helped troubleshoot secretion inefficiencies,Supervision,2018
helped troubleshoot secretion inefficiencies,Experiments,2018
helped troubleshoot experiments involving lc-ms verification of breakdown products,Experiments,2018
helped troubleshoot experiments involving lc-ms verification of breakdown products,Analysis,2018
brainstormed initial project idea and direction,Design,2018
conducted interlab study,Interlab,2018
worked on objective #3,Other,2018
worked on objective #2,Other,2018
flux balance analysis modeling,Modelling,2018
worked on objective #1,Other,2018
biobrick characterization,Parts,2018
worked on objective #3,Other,2018
graphics design,Creative Contributions,2018
