Activity,Matching,year
is a calm and composed boy,Other,2017
is a member of our group for the capture part,Parts,2017
wet lab work,Experiments,2017
modeling,Modelling,2017
human practices,Human Practices,2017
wiki&poster,Documentation,2017
advisors,Supervision,2017
special thanks,Other,2017
leader,Administration,2017
designing & coding,Software,2017
human practice,Human Practices,2017
theory & experiment,Modelling,2017
theory & experiment & human practice,Modelling,2017
contribution,Creative Contributions,2017
demonstrate,Public Engagement,2017
design,Design,2017
experiment,Experiments,2017
collaboration,Collaboration,2017
achievement,Other,2017
gold,Other,2017
silver,Other,2017
publicity,Public Engagement,2017
biosafety,Safety,2017
notebook,Documentation,2017
protocols,Documentation,2017
about us,Documentation,2017
attributions,Documentation,2017
engagement,Public Engagement,2017
improve,Design,2017
managing the team,Administration,2017
instructing team members to design and implement the project,Supervision,2017
holding the public activity and investigation,Public Engagement,2017
designing of the whole team,Design,2017
modeling,Modelling,2017
instructed us to build our theory system and offered support to our experiment,Supervision,2017
helped us with the lab safety and course arrangement,Safety,2017
taught us experimental skills,Training,2017
gave suggestions to our experiment and helped us to contact with biotechnology companies,Collaboration,2017
helped us with the part construction and ta cloning,Parts,2017
conducted bio-safety trainings for us,Safety,2017
led us to the world of synthetic biology,Supervision,2017
gave us an excellent chance to present our project,Public Engagement,2017
supported us in the management of our team,Administration,2017
lent us the computer room as activity site,Material Supply,2017
owned the lab we used in this igem competition,Material Supply,2017
provided primer synthesis and sequencing service,Material Supply,2017
provided dna products,Material Supply,2017
facilitated us building our theory system and offered advice to our human practise work,Supervision,2017
we interviewed her on some basic information about ringworm and cancers,Human Practices,2017
attended our interview on various aspects including treatment of melanoma and prospect of crispr,Human Practices,2017
clarified us with the current situation and prospect of gene therapy and melanoma,Human Practices,2017
gave us financial support,Fundraising,2017
provided us with financial support and contribute to the publishing of our picture book,Fundraising,2017
gave us financial support through the our crowdfunding programme,Fundraising,2017
faculty supervisor,Supervision,2017
provided helpful insights,Supervision,2017
helped understand kinetics,Experiments,2017
assisted with cell lysis and protein purification,Experiments,2017
helped model phylogenic tree,Modelling,2017
assisted with interlab and provided access to plate reader,Interlab,2017
acted as a liaison,Collaboration,2017
helped with equipment setup and troubleshooting,Hardware,2017
offered expertise during mrsa testing and ensured safety regulations were followed,Safety,2017
participated in integrated human practices and shared insights on clinical application,Human Practices,2017
donated and provided support,Fundraising,2017
guided throughout the journey,Supervision,2017
member of women in science and engineering,Other,2017
involved with pre-med society,Other,2017
involved with synthetic biology club,Other,2017
member of university scholars,Other,2017
playing volleyball,Other,2017
attempting to sing,Other,2017
hating on chipotle,Other,2017
involved with the muslim students association,Other,2017
member of neuroscience axis,Other,2017
writer for stony brook young investigators review,Documentation,2017
peer assisted learning leader at the astc,Training,2017
member of the women’s soccer team,Other,2017
cheers on her favorite contestants on the bachelorette,Other,2017
member of the national society of collegiate scholars,Other,2017
holds the title of sso (science and society) forever fellow,Other,2017
member of the honors college,Other,2017
member of stony brook’s club running team,Other,2017
serves as an rha senator,Other,2017
member of project sunshine,Other,2017
member of synthetic biology society,Other,2017
founder of the club swim team,Other,2017
actively involved with biochemistry society,Other,2017
actively involved with community service club,Other,2017
camp kesem counselor,Other,2017
medhacks campus ambassador,Other,2017
vice president of 3diatrics,Other,2017
active member of the red watch band care team,Other,2017
pal leader in the academic and success tutoring center,Other,2017
undergraduate researcher in the chemistry department,Supervision,2017
member of stony brook undergraduate fellows,Other,2017
member of camp kesam,Other,2017
photographer for stony brook young investigators review,Other,2017
cert member,Other,2017
involved with environmental and greenhouse clubs,Other,2017
responsible for designing the project,Design,2017
creating the appropriate protocols,Design,2017
conducting all of the lab work,Experiments,2017
allowing the team to utilize his lab space,Material Supply,2017
helping with troubleshooting,Experiments,2017
providing lab materials,Material Supply,2017
helping the team organize their lab space,Administration,2017
helping purchase lab materials,Fundraising,2017
helping the team find sponsors within the university,Fundraising,2017
providing the appropriate environment for safe usage of aflatoxin b1,Safety,2017
providing the aflatoxin b1 used to test the project,Material Supply,2017
designing and creating the igem wiki page,Documentation,2017
making the project and learning experience possible,Supervision,2017
favorite animal: elk,Other,2017
favorite food: taco,Other,2017
loves to bake,Other,2017
favorite book: 1984,Other,2017
plays kerbal space program,Other,2017
blackbelt,Other,2017
likes to play frisbee,Other,2017
enjoys hiking,Other,2017
plays the guitar,Other,2017
assistant professor,Other,2017
plays chess,Other,2017
team attribution,Collaboration,2017
participating in igem,Collaboration,2017
molecular and cell biology,Experiments,2017
playing basketball,Other,2017
making the device,Hardware,2017
detecting vocs,Experiments,2017
remote-control of trichoderma,Experiments,2017
domesticating the trichoderma,Experiments,2017
modularizing and standardizing genes,Parts,2017
biology,Other,2017
playing table tennis,Other,2017
advisor of the team,Supervision,2017
photographing,Creative Contributions,2017
computer science,Software,2017
physics,Other,2017
art work,Creative Contributions,2017
participating in igem,Collaboration,2017
worked in lab,Experiments,2017
playing chess,Other,2017
checking whether plants are ill,Other,2017
took part in experiments of the remote-control of trichoderma,Experiments,2017
regards biology as interesting,Other,2017
making the invisible microbial world more fascinating,Other,2017
responsible for device design and data analysis,Hardware,2017
major in physics,Other,2017
responsible for art work,Creative Contributions,2017
major in computer science and technology,Other,2017
instructor,Training,2017
in charge of the lab,Administration,2017
provided trichoderma.atroviride and agrobacterium strain,Material Supply,2017
provided random insertion plasmid,Material Supply,2017
supported voc hardware examination,Hardware,2017
allowed use of large-scale experimental apparatus platform,Material Supply,2017
provided pseudomonas fluorescens 2p24 strain,Material Supply,2017
provided four plasmids for t.atroviride genetic engineering kit,Material Supply,2017
sampled gas from tobacco field,Experiments,2017
contacted with cntc in hunan province,Collaboration,2017
helped contact with managers of zhejiang science & technology museum,Collaboration,2017
advised and reviewed human practices strategies,Human Practices,2017
supervised in the lab and ensured safety,Safety,2017
provided strong support,Supervision,2017
provided $1000 support,Fundraising,2017
archery,Other,2018
hiking,Other,2018
spending time with friends,Other,2018
walks in the woods with her dogs,Other,2018
hot chocolate,Other,2018
reading,Other,2018
playing go,Other,2018
gaming,Other,2018
bowling,Other,2018
traveling,Other,2018
meditation,Other,2018
rock climbing,Other,2018
philosophy,Other,2018
duke club swim,Other,2018
teaching swim lessons,Other,2018
health and fitness,Other,2018
support as an advisor,Supervision,2018
support on difficult techniques,Supervision,2018
support in making igem a priority,Supervision,2018
help with technical review and questions,Supervision,2018
building off their progress,Collaboration,2018
financial support,Fundraising,2018
worked on the 2nd lock in our triple lock system - semantic containment,Design,2018
"worked on mathematical modelling, building wiki and dna degradation switch",Modelling,2018
"worked on mathematical modelling, building wiki and dna degradation switch",Documentation,2018
worked on the 3rd lock in our triple lock system - alternative selection,Design,2018
"designed and carried out the experimentation that tested the protocols for making maxicells, and characterised the methods that were easiest and most efficient",Experiments,2018
"mainly involved in design and construction of fabi and fabv parts, and was involved wet lab work and part design in other sides of the project",Design,2018
"mainly involved in design and construction of fabi and fabv parts, and was involved wet lab work and part design in other sides of the project",Experiments,2018
"contributed to both the biosensor and interlab work, helped with graphical analysis of the data obtained, chief of social media, and our team photographer",Analysis,2018
"contributed to both the biosensor and interlab work, helped with graphical analysis of the data obtained, chief of social media, and our team photographer",Interlab,2018
"contributed to both the biosensor and interlab work, helped with graphical analysis of the data obtained, chief of social media, and our team photographer",Public Engagement,2018
designed and assembled all micc constructs,Design,2018
"worked on demonstrating the application of maxicells as biosensors, contributed to interlab study",Experiments,2018
"worked on demonstrating the application of maxicells as biosensors, contributed to interlab study",Interlab,2018
designed and carried out the experimentation for quantifying the active metabolic time frame of our maxicells,Experiments,2018
presented our team at igem uk meetup at oxford,Public Engagement,2018
"gave feedback on all parts of project, in particular lab work, experimental design. also allowed to use lab space once we could no longer use a teaching lab during the semester",Supervision,2018
"supervised us throughout all the project, advised on human practices, looked after us to make everything go smoothly",Supervision,2018
"lab supervisor who was always there and gave feedback for all parts of the project, trained us to use lab equipment and help troubleshoot when things went wrong",Supervision,2018
"lab supervisor, looked after us to ensure the experiments go well",Supervision,2018
"modelling supervisor, gave advice on presentation",Supervision,2018
"supervisor, helped with all parts of the project, especially data analysis",Supervision,2018
"supervised us throughout all the project, gave feedback about the progression of our project",Supervision,2018
advised on wet lab work,Supervision,2018
helped the team in several meetings where she gave feedback on our approach to human practices and how likely our team was to achieve the various medal criteria,Human Practices,2018
supervised us during experiments,Supervision,2018
advised us on project planning and academic work,Supervision,2018
provided technical services and equipment,Material Supply,2018
"edinburgh_og team member, helped with interlab study",Interlab,2018
allowed the use of flow cytometer for the interlab study and teached us principles of flow cytometry,Interlab,2018
"provided us dapi, allowed us to use the leach lab fluoresence microscope, helped us greatly with microscopy result interpretation, provided us with strain named dl2524 and dl3355 and explained to us how it functioned",Material Supply,2018
gave us advice on maxicell production and recomended us to try dl2524 and dl3355,Supervision,2018
for allowing eva to use lab space and equipment for the semantic containment side of the project,Material Supply,2018
advised on the use of amber suppression for preventing horizontal gene transfer,Supervision,2018
design our project logo,Creative Contributions,2018
design our team logo,Creative Contributions,2018
advised on cloning work for the semantic containment side of the project,Supervision,2018
albert bartlett representative who discussed with us attitudes towards gmo release and the usefullness of a maxicell chassis in agricultre,Human Practices,2018
provided consultation on future use of our maxicell chassis in synthetic biology and industry,Entrepreneurship,2018
working on the biosafety side of our project by attempting to put a block on horizontal gene transfer,Safety,2018
focusing on the design and mathematical modelling of our killswitch,Modelling,2018
in the lab testing methods for producing maxicells,Experiments,2018
"involved in the interlab, and now focusing on adding an alternative selection marker - triclosan resistance - into e. coli",Interlab,2018
jumped in on many parts of the project but my baby was the fabv tricloasan resistant plasmid,Parts,2018
"working with inga and ben on the interlab task, and now mainly focusing on biosensor part of our project - how well can our maxicell be applied to construct biosensors",Interlab,2018
"team photographer, social media spammer and data analyst",Public Engagement,2018
working on most of the gene constructs to be used by others in our experiments,Parts,2018
4th-year neuroscience student,Other,2018
finished my first year of medicine,Other,2018
took charge of the virus-like particle (vlp) assembly process,Experiments,2018
modelled our vlps to determine packaging parameters,Modelling,2018
designed the initial biobrick primers,Design,2018
created sds-page and agarose gels,Experiments,2018
made competent bl21 and dh5a cells,Experiments,2018
assisted with cloning attempts of the c-terminal purification tagged constructs,Experiments,2018
created the poster for our poster session at the giant jamboree,Creative Contributions,2018
assisted in the cloning attempts of the c-terminal purification tagged constructs,Experiments,2018
"assisted with induction, protein purification, and restocking of general lab supplies",Experiments,2018
sequenced many of our constructs over the summer,Experiments,2018
prepared the biobricks for shipping,Parts,2018
designed gag construct variants and primers,Design,2018
led the initial gibson assembly and cloning attempts,Experiments,2018
cloned constructs for biobrick submittal,Experiments,2018
took charge of cloning the gag-rfp fusion protein,Experiments,2018
managed the collaboration with team dalhousie,Collaboration,2018
assisted with testing the gibson assembly method,Experiments,2018
"assisted with cloning, induction, and protein purification processes",Experiments,2018
added wiki content,Documentation,2018
primary faculty advisor,Supervision,2018
conducting thesis research,Other,2018
directed research,Other,2018
contributed to cloning,Experiments,2018
managing collaboration,Collaboration,2018
working on characterizing and creating nanoparticles,Experiments,2018
"designing, cloning, and expression of fusion proteins",Experiments,2018
sequence analysis in bioinformatic software,Analysis,2018
conducting research,Design,2018
gained lab experience,Training,2018
gained confidence in a lab setting,Training,2018
biking,Other,2018
running,Other,2018
solving riddles,Other,2018
watching survivor,Other,2018
soccer,Other,2018
volleyball,Other,2018
fifa,Other,2018
enjoying the outdoors,Other,2018
exploring new places,Other,2018
gardening,Other,2018
cooking,Other,2018
birding,Other,2018
taking hikes,Other,2018
bike rides,Other,2018
encouraging jordan to buy awesome things,Other,2018
watching netflix,Other,2018
listening to music,Other,2018
running our fabulous instagram account,Public Engagement,2018
geeking out about microbes,Other,2018
outdoor activities,Other,2018
spending time with friends and family,Other,2018
kayaking,Other,2018
anything outdoors,Other,2018
chucking dice over his latest board game acquisition,Other,2018
digging up his garden,Other,2018
spending time with his miniature schnauzer,Other,2018
transfers the plant pathways into biotechnological hosts,Experiments,2018
engineers those for biosustainable production,Experiments,2018
engineering bacteria to produce fuels directly from electricity and carbon dioxide,Experiments,2018
published over 35 peer-reviewed journal publications,Documentation,2018
received numerous awards,Other,2018
researches the microbiome of biofuel crops,Experiments,2018
elucidate potential plant interactions under different conditions,Experiments,2018
"plasmid mini preps and troubleshooting, protocols, wiki. business plan.",Documentation,2018
"public outreach, seeking sponsors, lab work. building business model.",Entrepreneurship,2018
"protein modeling for mutation simulations, root isolation, data collection. contacting farmers.",Modelling,2018
"protein modeling for mutation simulations, root isolation, data collection. contacting farmers.",Experiments,2018
"protein modeling for mutation simulations, root isolation, data collection. contacting farmers.",Collaboration,2018
"protein modeling for mutation simulations, root isolation, data collection. contacting farmers.",Human Practices,2018
"human practices, seeking sponsors and collaborations, environmental impact assessment.",Human Practices,2018
"human practices, seeking sponsors and collaborations, environmental impact assessment.",Collaboration,2018
"human practices, seeking sponsors and collaborations, environmental impact assessment.",Fundraising,2018
"plant care, endophyte collection and identification, transformation of endophytes, lab work.",Experiments,2018
"plant care, endophyte collection and identification, transformation of endophytes, lab work.",Parts,2018
"plant care, endophyte collection and identification, transformation of endophytes, lab work.",Material Supply,2018
"human practices, seeking sponsors and collaborations. building business model.",Human Practices,2018
"human practices, seeking sponsors and collaborations. building business model.",Collaboration,2018
"human practices, seeking sponsors and collaborations. building business model.",Entrepreneurship,2018
"safety forms, endophyte isolation and characterization, plant maintenance, and outreach.",Safety,2018
"safety forms, endophyte isolation and characterization, plant maintenance, and outreach.",Experiments,2018
"safety forms, endophyte isolation and characterization, plant maintenance, and outreach.",Public Engagement,2018
"protein modeling for mutation simulations, experiment planning, plasmid work. treasurer of our funds.",Modelling,2018
"protein modeling for mutation simulations, experiment planning, plasmid work. treasurer of our funds.",Experiments,2018
"protein modeling for mutation simulations, experiment planning, plasmid work. treasurer of our funds.",Administration,2018
donated lots of plasmids and reagents and helped troubleshoot plasmid work.,Collaboration,2018
donated lots of plasmids and reagents and helped troubleshoot plasmid work.,Material Supply,2018
"helped us troubleshoot pcrs, gave input on regulatory systems, developed idea for persistence assay. donated lots of cool board games for the meetup!",Supervision,2018
"helped us troubleshoot pcrs, gave input on regulatory systems, developed idea for persistence assay. donated lots of cool board games for the meetup!",Collaboration,2018
"helped us troubleshoot pcrs, gave input on regulatory systems, developed idea for persistence assay. donated lots of cool board games for the meetup!",Creative Contributions,2018
"donated lab space, helped with project idea development. main synthetic biology advisor.",Collaboration,2018
"donated lab space, helped with project idea development. main synthetic biology advisor.",Supervision,2018
"donated plasmid with promoter, terminator, and gfp. guidance on enzyme design and assays.",Collaboration,2018
"donated plasmid with promoter, terminator, and gfp. guidance on enzyme design and assays.",Supervision,2018
donated lab space and equipment. helped us with culture collection. was our glbrc pi.,Material Supply,2018
"endophyte isolation, collected switchgrass from kellogg biological station, and helped with persistence assays.",Experiments,2018
helped with plasmid troubleshooting and transformation as well as protein experiments.,Experiments,2018
assisted with transformation troubleshooting and attended weekly meetings to give helpful input.,Collaboration,2018
lansing public library,Public Engagement,2018
monsanto learning center,Public Engagement,2018
east lansing public library,Public Engagement,2018
michigan state 4h outreach,Public Engagement,2018
michigan state student organic farm,Public Engagement,2018
impression 5 science center,Public Engagement,2018
michigan state department of biochemistry and molecular biology,Administration,2018
monsanto learning center manager,Administration,2018
michigan state biochemistry professor,Supervision,2018
idaho national laboratory,Material Supply,2018
michigan state college of law,Human Practices,2018
"michigan state chair in agricultural, food, and community ethics",Human Practices,2018
michigan state horticulture professor,Supervision,2018
michigan state plant biosciences professor,Supervision,2018
michigan state plant research laboratory,Material Supply,2018
plant industry manager at michigan department of agriculture,Administration,2018
graphic designer,Creative Contributions,2018
team advisor and pi,Supervision,2018
mathematical modeling and data analysis,Modelling,2018
guidance of instrument operation,Supervision,2018
accomplishment of interlab measurement,Interlab,2018
providing contact information of chemical fertilizer companies,Human Practices,2018
providing guidance and feedback for the project,Supervision,2018
assisting in contact with people,Collaboration,2018
support towards human practices projects,Human Practices,2018
picture editing,Creative Contributions,2018
paperwork,Administration,2018
accomplishing crucial experiments,Experiments,2018
answering questions and reminding of deadlines,Administration,2018
team leader,Administration,2018
providing financial and intellectual support,Supervision,2018
assistance to the team,Supervision,2018
project lead - nanopore,Design,2018
collaboration,Collaboration,2018
project lead - dna editor,Design,2018
project lead - repair,Design,2018
interlab measurement,Interlab,2018
human practice,Human Practices,2018
principle investigator,Supervision,2018
instructor,Training,2018
advisor,Supervision,2018
closely guiding us in our igem journey,Supervision,2018
guided us in our nanopore project,Supervision,2018
mentor for our repair project,Supervision,2018
bioinformatician in our laboratory,Analysis,2018
training and guiding us since the first day we entered the lab,Training,2018
mentor of our dna base editor project,Supervision,2018
great advisor for our igem project,Supervision,2018
leader for nanopore project,Supervision,2018
leader for the dna base editor project,Supervision,2018
leader of the repair project and the igem team,Supervision,2018
leader of the interlab measurement and the base pair change project,Supervision,2018
leader of the repair project and the leader for our human practice,Supervision,2018
collaborated with team ui-indonesia to help out our human practice,Collaboration,2018
collaborated with team macquarie australia to measure binding affinity of our improved parts,Collaboration,2018
collaborated with team nus-singapore-a to validate our abe constructs,Collaboration,2018
provided us with the necessary financial support to participate in this competition,Fundraising,2018
"provided us with essential laboratory equipments and a safe, comfortable working environment",Material Supply,2018
provided us with 20 kb of free custom dna,Material Supply,2018
teaching us basic molecular cloning techniques,Training,2018
offering us meticulous advice on project and biobrick design throughout the project,Supervision,2018
"teaching us basic experimental methods (e.g. omv extraction, bca assay, sds-page)",Training,2018
providing us with protocols for bca assay and extracting omv,Material Supply,2018
giving us advice on biobrick design and performing experiment,Supervision,2018
"helping us construct tora-gfp, fada, cjcas9, and sgrna’s biobrick",Parts,2018
"designing team logo, posters, and postcards",Creative Contributions,2018
drawing illustrative pictures,Creative Contributions,2018
going through the previous years’ projects wiki pages,Documentation,2018
creating wiki pages,Documentation,2018
"providing general information about crc in china, including common treatment",Human Practices,2018
giving us feedbacks concerning safety and improvement on our project,Safety,2018
group 3 of wet lab,Experiments,2018
wiki,Documentation,2018
art supervision,Creative Contributions,2018
lab works,Experiments,2018
ideas and work on human practice,Human Practices,2018
experiment group,Experiments,2018
hp group,Human Practices,2018
standard biological parts,Parts,2018
assistant to the leader of the group 2,Supervision,2018
leader of group 3 of wet lab,Supervision,2018
digestion of dna outside the cells,Experiments,2018
construction of the amplification circuit,Experiments,2018
experimenter of group 1 of wet lab,Experiments,2018
building dynamic models of heavy metal biosensors,Modelling,2018
plasmid construction and fluorescence detection,Experiments,2018
making the wiki of the igem,Documentation,2018
purifying cas9 protein and detecting its activity,Experiments,2018
molecular cloning,Experiments,2018
photography work,Creative Contributions,2018
standard biological parts,Parts,2018
leader of the group 2 of wet lab,Administration,2018
washing test tubes,Experiments,2018
research,Design,2018
purifying the cas12a protein and constructing the fusion protein,Experiments,2018
model designer,Modelling,2018
advisor for modelling,Supervision,2018
advisor,Supervision,2018
student advisor,Supervision,2018
tianjin environmental protection bureau interview,Other,2018
education,Training,2018
wiki text,Documentation,2018
email communication for advice and information,Collaboration,2018
figuring out the quality of certain heavy metal in water,Experiments,2018
high throughput screening of certain cancer,Experiments,2018
advice and suggestions,Supervision,2018
poster text and graphic design,Creative Contributions,2018
banner,Creative Contributions,2018
wiki design,Documentation,2018
logo design,Creative Contributions,2018
heavy metal detection,Experiments,2018
cell-free cancer detection,Experiments,2018
delivery of the rnps into cells,Experiments,2018
curation of mitochondrial diseases,Analysis,2018
biobricks,Parts,2018
presentation,Creative Contributions,2018
presentation coaching,Creative Contributions,2018
project advisor support,Supervision,2018
wiki support,Documentation,2018
human practices support,Human Practices,2018
pipetting,Experiments,2018
cultivating international relationships,Collaboration,2018
outreach coordinator,Public Engagement,2018
freezing cells in liquid nitrogen,Experiments,2018
plating e. coli with glass beads,Experiments,2018
positive vibes only,Other,2018
visiting tropical smoothie,Other,2018
resident artist,Creative Contributions,2018
punching out bands during gel extractions,Experiments,2018
gel extraction protocols,Experiments,2018
bhangra,Other,2018
watching movies,Other,2018
playing with puppies,Other,2018
mathematical simulations and modeling,Modelling,2018
staying hydrated,Other,2018
modeling,Modelling,2018
teaching developmental biology,Training,2018
teaching introductory biology,Training,2018
teaching phage lab,Training,2018
teaching freshmen genomics lab,Training,2018
"teaching upper level seminars in bioinformatics, synthetic biology, and developmental neurobiology",Training,2018
teaching calculus,Training,2018
teaching differential equations,Training,2018
teaching nonlinear dynamics,Training,2018
teaching mathematical biology,Training,2018
team advisor,Supervision,2018
guidance with math modeling,Modelling,2018
assistance with lab facilities,Material Supply,2018
microscopy guidance,Experiments,2018
technical support,Supervision,2018
science coordinator for the virginia department of education,Other,2018
regional sales manager for thermofisher scientific,Other,2018
counsel event assistant for girl scouts of the colonial coast,Other,2018
counsel partnership and event manager girl scouts of the colonial coast,Other,2018
under secretary general of the general assembly william and mary model united nations,Other,2018
"manager of activities, williamsburg landing",Administration,2018
williamsburg-james city public school educator,Other,2018
camp launch,Other,2018
"spira, cto (business speaker)",Entrepreneurship,2018
medical explorers,Other,2018
"windsormeade, lifestyle coordinator",Other,2018
"women’s weekend, director of alumni initiatives william and mary",Other,2018
"clinical professor at the william and mary mason school of business, executive director of the entrepreneurship center",Entrepreneurship,2018
mini-proposal (funding),Fundraising,2018
heavily involved with the yale scientific magazine,Other,2018
publisher for the student-run publication,Other,2018
playing the bells of harkness tower as a member of the yale university guild of carillonneurs,Creative Contributions,2018
working on an mvp for an electronic health records system for the largest public hospital in liberia,Entrepreneurship,2018
enjoys singing with his a cappella group,Creative Contributions,2018
working closely with a local alderman in the new haven community,Human Practices,2018
fascinated by the mechanisms of life and the potential of engineering biological systems to solve difficult problems in our world today,Design,2018
a proud sushi addict,Other,2018
a volunteer teacher working to knitting the new haven community together through education,Human Practices,2018
a passionate historian and avid reader and writer for homebound publications,Other,2018
invested in the future of medical illustration and scientific literacy,Other,2018
provided overarching guidance for the research project,Supervision,2018
helped provide preliminary guidance,Supervision,2018
trained new igem team members in relevant molecular biology laboratory techniques,Training,2018
provided day-to-day guidance in lab and helped troubleshoot experiments,Supervision,2018
helped with research objective #1 by helping troubleshoot secretion inefficiencies,Experiments,2018
helped with research objective #1 by helping troubleshoot experiments involving lc-ms verification of breakdown products,Experiments,2018
"brainstormed initial project idea, conducted interlab study, and worked on objective #3",Design,2018
worked on objective #2 and flux balance analysis modeling,Modelling,2018
worked on objective #1 and biobrick characterization,Experiments,2018
worked on objective #3 and graphics design,Design,2018
generously helped fund the yale igem team and hosted the team in the molecular innovation center,Fundraising,2018
generously helped fund the yale igem team,Fundraising,2018
