Activity,Matching,year
developed global health interests,Human Practices,2018
duke club swim,Other,2018
teaching swim lessons,Other,2018
health and fitness,Other,2018
do medical research in underserved communities,Human Practices,2018
provided support as an advisor,Supervision,2018
provided support on difficult techniques,Supervision,2018
answered technical review and questions,Supervision,2018
carried out all experiments,Experiments,2018
worked on the 2nd lock in our triple lock system - semantic containment,Design,2018
worked on the 2nd lock in our triple lock system - semantic containment,Experiments,2018
worked on mathematical modelling,Modelling,2018
building wiki,Documentation,2018
dna degradation switch,Design,2018
worked on the 3rd lock in our triple lock system - alternative selection,Design,2018
designed and carried out the experimentation that tested the protocols for making maxicells,Design,2018
designed and carried out the experimentation that tested the protocols for making maxicells,Experiments,2018
characterised the methods that were easiest and most efficient,Analysis,2018
mainly involved in design and construction of fabi and fabv parts,Design,2018
mainly involved in design and construction of fabi and fabv parts,Parts,2018
involved wet lab work and part design in other sides of the project,Experiments,2018
involved wet lab work and part design in other sides of the project,Design,2018
involved wet lab work and part design in other sides of the project,Parts,2018
contributed to both the biosensor and interlab work,Design,2018
contributed to both the biosensor and interlab work,Experiments,2018
contributed to both the biosensor and interlab work,Interlab,2018
helped with graphical analysis of the data obtained,Analysis,2018
chief of social media,Public Engagement,2018
team photographer,Documentation,2018
desgined and assembled all micc constructs,Design,2018
desgined and assembled all micc constructs,Experiments,2018
worked on demonstrating the application of maxicells as biosensors,Experiments,2018
contributed to interlab study,Interlab,2018
designed and carried out the experimentation for quantifying the active metabolic time frame of our maxicells,Design,2018
designed and carried out the experimentation for quantifying the active metabolic time frame of our maxicells,Experiments,2018
presented our team at igem uk meetup at oxford,Public Engagement,2018
gave feedback on all parts of project,Supervision,2018
supervised throughout all the project,Supervision,2018
lab supervisor,Supervision,2018
modelling supervisor,Supervision,2018
modelling supervisor,Modelling,2018
supervisor,Supervision,2018
advised on wet lab work,Supervision,2018
helped the team in several meetings,Supervision,2018
supervised during experiments,Supervision,2018
supervised during experiments,Experiments,2018
advised on project planning and academic work,Supervision,2018
provided technical services and equipment,Material Supply,2018
helped with interlab study,Supervision,2018
helped with interlab study,Interlab,2018
allowed the use of flow cytometer for the interlab study,Material Supply,2018
allowed the use of flow cytometer for the interlab study,Interlab,2018
provided us dapi,Material Supply,2018
sharing their lab space,Material Supply,2018
for allowing eva to use lab space and equipment for the semantic containment side of the project,Material Supply,2018
advised on the use of amber suppression for preventing horizontal gene transfer,Supervision,2018
design our project logo,Creative Contributions,2018
design our team logo,Creative Contributions,2018
advised on cloning work for the semantic containment side of the project,Supervision,2018
discussed with us attitudes towards gmo release,Human Practices,2018
provided consultation on future use of our maxicell chassis in synthetic biology and industry,Supervision,2018
working on the biosafety side of the project by attempting to put a block on horizontal gene transfer,Safety,2018
focusing on the design and mathematical modelling of our killswitch,Design,2018
focusing on the design and mathematical modelling of our killswitch,Modelling,2018
testing methods for producing maxicells,Experiments,2018
adding an alternative selection marker - triclosan resistance - into e. coli,Experiments,2018
adding an alternative selection marker - triclosan resistance - into e. coli,Parts,2018
working on the fabv tricloasan resistant plasmid,Experiments,2018
working on the fabv tricloasan resistant plasmid,Parts,2018
focusing on biosensor part of our project,Design,2018
focusing on biosensor part of our project,Experiments,2018
"team photographer, social media spammer and data analyst",Public Engagement,2018
"team photographer, social media spammer and data analyst",Documentation,2018
"team photographer, social media spammer and data analyst",Analysis,2018
working on most of the gene constructs to be used by others in our experiments,Parts,2018
working on most of the gene constructs to be used by others in our experiments,Experiments,2018
4th-year neuroscience student,Other,2018
part of the team,Other,2018
took charge of the virus-like particle (vlp) assembly process,Experiments,2018
cloned n-terminal constructs into dh5a and bl21,Experiments,2018
cloned n-terminal constructs into dh5a and bl21,Parts,2018
purified proteins for subsequent vlp analysis,Experiments,2018
optimized buffer conditions for gag variant vlps,Experiments,2018
designed time assays to observe vlp intermediates,Experiments,2018
assisted in all aspects of other lab work,Experiments,2018
modelled vlps to determine packaging parameters,Modelling,2018
designed the initial biobrick primers,Design,2018
designed the initial biobrick primers,Parts,2018
created sds-page and agarose gels,Experiments,2018
assisted in various aspects of the cloning and purification process,Experiments,2018
helped in formatting lab images and documents for recording purposes,Documentation,2018
made competent bl21 and dh5a cells,Experiments,2018
assisted with cloning attempts of the c-terminal purification tagged constructs into dh5a,Experiments,2018
created the poster for the giant jamboree,Creative Contributions,2018
assisted in the cloning attempts of the c-terminal purification tagged constructs,Experiments,2018
"assisted in various aspects of induction, protein purification",Experiments,2018
restocked general lab supplies,Material Supply,2018
was tasked with sequencing many of our constructs,Analysis,2018
prepared the biobricks for shipping,Parts,2018
designed gag construct variants and gibson and non-gibson primers,Design,2018
led the initial gibson assembly and n-terminal and c-terminal cloning attempts,Experiments,2018
optimized the cloning process with the use of homemade competent cells,Experiments,2018
cloned constructs for biobrick submittal,Experiments,2018
cloned constructs for biobrick submittal,Parts,2018
took charge of cloning the gag-rfp fusion protein,Experiments,2018
actively assisted and organized all aspects of lab work,Administration,2018
actively assisted and organized all aspects of lab work,Experiments,2018
strategized to push the project forward,Design,2018
coded the wiki,Software,2018
coded the wiki,Documentation,2018
managed the collaboration with team dalhousie,Collaboration,2018
assisted with testing the gibson assembly method,Experiments,2018
"assisted in various aspects of the cloning, induction, and protein purification processes",Experiments,2018
was actively engaged in wet lab work over the summer,Experiments,2018
helped to add wiki content,Documentation,2018
mentored the hawaii igem team,Supervision,2018
provided guidance on project design,Supervision,2018
provided guidance on project design,Design,2018
provided guidance on research methods,Supervision,2018
provided guidance on research methods,Design,2018
provided guidance on laboratory techniques,Supervision,2018
provided guidance on laboratory techniques,Training,2018
conducting thesis research,Experiments,2018
studying the integrase of a centromere-specific retrotransposon,Experiments,2018
studying the integrase of a centromere-specific retrotransposon,Analysis,2018
directed research,Supervision,2018
investigating the biological differences in er+ breast cancers,Experiments,2018
investigating the biological differences in er+ breast cancers,Analysis,2018
contributed to cloning constructs for vlp formation,Experiments,2018
contributed to cloning constructs for vlp formation,Parts,2018
managing collaboration between hawaii igem team and team dalhousie,Collaboration,2018
managing collaboration between hawaii igem team and team dalhousie,Administration,2018
working on characterizing nanoparticles from centromere-specific retrotransposons,Experiments,2018
creating nanoparticles from centromere-specific retrotransposons,Experiments,2018
"designing, cloning, and expression of fusion proteins",Experiments,2018
sequence analysis in bioinformatic software,Analysis,2018
conducting pcr,Experiments,2018
dna purification,Experiments,2018
bacterial transformation,Experiments,2018
dna sequencing,Experiments,2018
use of bioinformatics software geneious,Analysis,2018
bacterial induction,Experiments,2018
insoluble protein purification,Experiments,2018
operation of bioinformatics software,Software,2018
operation of bioinformatics software,Analysis,2018
performing a variety of lab protocols,Experiments,2018
biking,Other,2018
running,Other,2018
bothering everyone with her (bad?) science puns,Public Engagement,2018
solving riddles,Other,2018
watching survivor,Other,2018
spending time at a trendy coffee shop,Other,2018
laughing at and telling jokes with her igem family,Team Building,2018
laughing at and telling jokes with her igem family,Public Engagement,2018
soccer,Other,2018
volleyball,Other,2018
fifa,Other,2018
collecting used batteries,Other,2018
enjoying the outdoors,Other,2018
exploring new places,Other,2018
gardening,Other,2018
cooking,Other,2018
birding,Other,2018
taking hikes and bike rides,Other,2018
encouraging jordan to buy awesome things,Other,2018
watching netflix,Other,2018
listening to music,Other,2018
running our fabulous instagram account,Public Engagement,2018
belting “i want it that way” by the backstreet boys,Other,2018
geeking out about microbes,Public Engagement,2018
outdoor activities,Other,2018
spending time with friends and family,Other,2018
learning new things from others,Training,2018
kayaking,Other,2018
anything outdoors,Other,2018
chucking dice over his latest board game acquisition,Other,2018
digging up his garden,Other,2018
spending time with his miniature schnauzer,Other,2018
transfers the plant pathways into biotechnological hosts,Experiments,2018
engineers those for biosustainable production,Design,2018
advised the cornell university team on creating a bioelectrochemical arsenic sensor,Supervision,2018
published over 35 peer-reviewed journal publications,Documentation,2018
6 patents (5 licensed),Entrepreneurship,2018
received numerous awards,Other,2018
researches the microbiome of biofuel crops,Design,2018
researches the microbiome of biofuel crops,Analysis,2018
use bioinformatics and synthetic biology to elucidate potential plant interactions,Design,2018
use bioinformatics and synthetic biology to elucidate potential plant interactions,Analysis,2018
help the msu igem team in their endeavors,Supervision,2018
plasmid mini preps and troubleshooting,Experiments,2018
protocols,Documentation,2018
protocols,Experiments,2018
wiki,Documentation,2018
business plan,Entrepreneurship,2018
public outreach,Public Engagement,2018
seeking sponsors,Fundraising,2018
lab work,Experiments,2018
building business model,Entrepreneurship,2018
protein modeling for mutation simulations,Modelling,2018
root isolation,Experiments,2018
data collection,Analysis,2018
contacting farmers,Human Practices,2018
human practices,Human Practices,2018
seeking sponsors and collaborations,Collaboration,2018
seeking sponsors and collaborations,Fundraising,2018
environmental impact assessment,Safety,2018
plant care,Experiments,2018
endophyte collection and identification,Experiments,2018
transformation of endophytes,Experiments,2018
safety forms,Safety,2018
endophyte isolation and characterization,Experiments,2018
plant maintenance,Experiments,2018
outreach,Public Engagement,2018
experiment planning,Design,2018
plasmid work,Experiments,2018
treasurer of our funds,Fundraising,2018
donated plasmids and reagents,Material Supply,2018
troubleshoot plasmid work,Experiments,2018
troubleshoot pcrs,Experiments,2018
input on regulatory systems,Design,2018
developed idea for persistence assay,Design,2018
donated board games,Other,2018
donated lab space,Material Supply,2018
project idea development,Design,2018
main synthetic biology advisor,Supervision,2018
"donated plasmid with promoter, terminator, and gfp",Material Supply,2018
guidance on enzyme design and assays,Supervision,2018
donated lab space and equipment,Material Supply,2018
culture collection,Experiments,2018
endophyte isolation,Experiments,2018
collected switchgrass,Experiments,2018
helped with persistence assays,Experiments,2018
plasmid troubleshooting,Experiments,2018
transformation,Experiments,2018
protein experiments,Experiments,2018
transformation troubleshooting,Experiments,2018
attended weekly meetings,Administration,2018
hosted public outreach event,Public Engagement,2018
organized a tour,Public Engagement,2018
prepared educational garden plot,Public Engagement,2018
participated in phone interview,Public Engagement,2018
impression 5 science center,Public Engagement,2018
laboratory training,Training,2018
lead the tour of the monsanto learning center,Public Engagement,2018
michigan state biochemistry professor,Supervision,2018
idaho national laboratory,Material Supply,2018
michigan state college of law,Human Practices,2018
"michigan state chair in agricultural, food, and community ethics",Human Practices,2018
michigan state horticulture professor,Supervision,2018
michigan state plant biosciences professor,Supervision,2018
michigan state plant research laboratory,Material Supply,2018
plant industry manager at michigan department of agriculture,Human Practices,2018
graphic designer,Creative Contributions,2018
team advisor and pi,Supervision,2018
assist in mathematical modeling and data analysis,Modelling,2018
assist in mathematical modeling and data analysis,Analysis,2018
guidance of instrument operation,Training,2018
contributions to the accomplishment of interlab measurement,Interlab,2018
providing vital contact information for human practices efforts,Human Practices,2018
providing guidance and feedback for the project,Supervision,2018
assist in the contact with people for human practices efforts,Human Practices,2018
support towards human practices projects,Human Practices,2018
skill in picture editing,Creative Contributions,2018
proficient accomplishment of paperwork,Administration,2018
efforts to accomplish crucial experiments,Experiments,2018
answering questions and reminding of vital deadlines and freezes,Administration,2018
team leader effort,Administration,2018
providing vital financial and intellectual support,Fundraising,2018
team leader of nanjing-china,Administration,2018
takes an active part in almost every phase and aspect of the entire procedure of this project,Administration,2018
organized the team to systematically obtain knowledge on synthetic biology,Training,2018
creates firm background knowledge for the whole team,Training,2018
sharing the responsibility of project design,Design,2018
devotes himself to the following teamwork arrangement,Administration,2018
working with his teammates in human practices,Human Practices,2018
performs the experiments of nif gene,Experiments,2018
establishes the structure and writes the details of the wiki,Documentation,2018
took charge of the wiki designing last year,Documentation,2018
in charge of the human practices part in nanjing-china team,Human Practices,2018
contact with other igem teams on behalf of nanjing-china team,Collaboration,2018
takes charge of other hp-related work,Human Practices,2018
links team’s project with practical applications,Entrepreneurship,2018
links team’s project with practical applications,Human Practices,2018
seeking possibility in quantitative production,Entrepreneurship,2018
seeking possibility in quantitative production,Analysis,2018
promoting achievement in the lab to the world,Public Engagement,2018
mainly responsible for the lab work,Experiments,2018
sorting out relevant data and materials,Analysis,2018
sorting out relevant data and materials,Documentation,2018
preparing detailed experiment methods,Documentation,2018
preparing detailed experiment methods,Experiments,2018
in charge of part of the experimental work,Experiments,2018
analyzing data crucial to the research,Analysis,2018
participates in vital paperwork of our team,Administration,2018
contributes to the study with knowledge about biochemistry,Design,2018
in charge of the english writing and presentation work,Documentation,2018
in charge of the english writing and presentation work,Public Engagement,2018
works on all the tasks assigned,Other,2018
helping with every part like making proposals about team construction,Design,2018
helping with every part like making proposals about team construction,Administration,2018
in charge of presenting the project to others,Public Engagement,2018
creates the team’s wiki page,Documentation,2018
draws the mechanism diagrams of the project,Design,2018
draws the mechanism diagrams of the project,Documentation,2018
publishes a brochure about igem and the team nanjing-china,Public Engagement,2018
publishes a brochure about igem and the team nanjing-china,Creative Contributions,2018
responsible for modeling and copywriting in the team,Modelling,2018
responsible for modeling and copywriting in the team,Documentation,2018
going to construct appropriate models and plot graphics to mimic biological systems,Modelling,2018
published a text on team’s website,Documentation,2018
participated in igem competition,Other,2018
embraced synthetic biology and molecular biology,Experiments,2018
established friendships,Other,2018
fostered a sense of cooperation,Collaboration,2018
cultivated enthusiasm for science,Public Engagement,2018
sought innovative ideas,Design,2018
operated complicated experiments,Experiments,2018
carried out human practices,Human Practices,2018
designed wiki and posters,Documentation,2018
designed wiki and posters,Creative Contributions,2018
project lead - nanopore,Design,2018
project lead - nanopore,Experiments,2018
collaboration,Collaboration,2018
project lead - dna editor,Design,2018
project lead - dna editor,Experiments,2018
project lead - repair,Design,2018
project lead - repair,Experiments,2018
interlab measurement,Interlab,2018
human practice,Human Practices,2018
principle investigator,Supervision,2018
instructor,Supervision,2018
instructor,Training,2018
advisor,Supervision,2018
guiding in igem journey,Supervision,2018
guided in nanopore project,Supervision,2018
mentor for repair project,Supervision,2018
helped in nanopore project,Supervision,2018
training and guiding in lab,Supervision,2018
training and guiding in lab,Training,2018
mentor of dna base editor project,Supervision,2018
advisor for igem project,Supervision,2018
leader for nanopore project,Supervision,2018
participated in dna base editor project,Experiments,2018
part of interlab measurement team,Interlab,2018
in charge of collaboration with team ui-indonesia,Collaboration,2018
in charge of human practice,Human Practices,2018
leader for dna base editor project,Design,2018
leader for dna base editor project,Experiments,2018
in charge of collaboration with macquarie university,Collaboration,2018
prepared for submission of all parts,Parts,2018
leader of repair project,Design,2018
leader of repair project,Experiments,2018
leader of igem team,Administration,2018
in charge of constructing wiki page,Documentation,2018
leader of interlab measurement,Interlab,2018
leader of base pair change project,Design,2018
leader of base pair change project,Experiments,2018
helped in collaboration with nusgem,Collaboration,2018
leader for human practice,Human Practices,2018
conducted social studies and cross-country survey,Human Practices,2018
pi,Supervision,2018
teaching basic molecular cloning techniques,Training,2018
offering advice on project and biobrick design,Supervision,2018
teaching basic experimental methods,Training,2018
providing protocols for bca assay,Experiments,2018
providing protocols for extracting omv,Experiments,2018
giving advice on biobrick design,Supervision,2018
performing experiment,Experiments,2018
helping construct tora-gfp biobrick,Parts,2018
helping construct fada biobrick,Parts,2018
helping construct cjcas9 biobrick,Parts,2018
helping construct sgrna’s biobrick,Parts,2018
designing team logo,Creative Contributions,2018
designing posters,Creative Contributions,2018
designing postcards,Creative Contributions,2018
drawing illustrative pictures,Creative Contributions,2018
creating wiki pages,Documentation,2018
providing general information about crc in china,Public Engagement,2018
giving feedbacks concerning safety,Safety,2018
giving feedbacks concerning safety,Supervision,2018
giving feedbacks for improvement on project,Supervision,2018
helped the team,Supervision,2018
team captain,Administration,2018
involved with most of the team’s work,Supervision,2018
group 3 of wet lab,Experiments,2018
wiki,Documentation,2018
art supervision,Creative Contributions,2018
art supervision,Supervision,2018
lab works,Experiments,2018
work on human practice,Human Practices,2018
libero in the whole team,Other,2018
experiment group,Experiments,2018
hp group,Human Practices,2018
doing standard biological parts,Parts,2018
preparing the presentation,Creative Contributions,2018
assistant to the leader of group 2,Administration,2018
carrying out wet lab work,Experiments,2018
leader of group 3 of wet lab,Supervision,2018
involved in digestion of dna outside the cells,Experiments,2018
construction of wiki,Documentation,2018
presentation,Public Engagement,2018
presentation,Creative Contributions,2018
construction of the amplification circuit,Experiments,2018
construction of the amplification circuit,Hardware,2018
design the appropriate sgrna,Design,2018
replace a small 30 bp sequence onto the support plasmid by ligation,Experiments,2018
replace a small 30 bp sequence onto the support plasmid by ligation,Parts,2018
experimenter of group 1 of wet lab,Experiments,2018
construction of vector,Experiments,2018
construction of vector,Parts,2018
fluorescence detection of arsenic ions,Experiments,2018
fluorescence detection of arsenic ions,Analysis,2018
building dynamic models of heavy metal biosensors,Modelling,2018
plasmid construction,Experiments,2018
plasmid construction,Parts,2018
fluorescence detection,Experiments,2018
fluorescence detection,Analysis,2018
design of the initial loop in group 1 of wet lab,Design,2018
design of the initial loop in group 1 of wet lab,Experiments,2018
participated in hp activities,Human Practices,2018
making the wiki,Documentation,2018
purifying cas9 protein,Experiments,2018
detecting cas9 protein activity,Experiments,2018
molecular cloning,Experiments,2018
part construction,Parts,2018
part construction,Experiments,2018
joins the presentation group,Creative Contributions,2018
team’s photography work,Creative Contributions,2018
model designer,Modelling,2018
advisor for modelling,Supervision,2018
advisor for modelling,Modelling,2018
giving help and suggestions of team affairs,Supervision,2018
setting up the team,Administration,2018
recruiting members,Administration,2018
educating team members with experimental techniques,Training,2018
instructing students in their daily experiments,Training,2018
assisting the professor in organizing daily routine,Administration,2018
begonia festival,Public Engagement,2018
tianjin environmental protection bureau interview,Human Practices,2018
email communication for advice and information,Administration,2018
hospital interview and invitation,Human Practices,2018
education,Training,2018
education,Public Engagement,2018
wiki text,Documentation,2018
figuring out the quality of certain heavy metal in water,Experiments,2018
figuring out the quality of certain heavy metal in water,Analysis,2018
high throughput screening of certain cancer,Experiments,2018
advice and suggestions,Supervision,2018
poster text and graphic design,Creative Contributions,2018
poster text and graphic design,Documentation,2018
banner,Creative Contributions,2018
wiki design,Documentation,2018
wiki design,Software,2018
logo design,Creative Contributions,2018
literature research,Design,2018
heavy metal detection,Experiments,2018
cell-free cancer detection,Experiments,2018
delivery of the rnps into cells,Experiments,2018
curation of mitochondrial diseases,Analysis,2018
biobricks,Parts,2018
presentation,Public Engagement,2018
wandering around williamsburg finding antique stores,Other,2018
chopping vegetables,Other,2018
changing wallpapers,Other,2018
cultivating international relationships via hybrid image-text exchange forums,Collaboration,2018
doing non igem synthetic biology projects,Other,2018
naming inanimate objects,Other,2018
loving on any animals close enough to pet,Other,2018
part of a contemporary dance company,Other,2018
freezing cells in liquid nitrogen,Experiments,2018
plating e. coli with glass beads,Experiments,2018
sleeping,Other,2018
showing the team pictures of her baby brother,Other,2018
dabbling in acrylic paint,Creative Contributions,2018
designing team logos and graphics,Creative Contributions,2018
at wawa,Other,2018
listening to podcasts and music,Other,2018
doing bhangra,Other,2018
watching movies,Other,2018
playing with puppies,Other,2018
doing mathematical simulations and modeling,Modelling,2018
simple workouts,Other,2018
staying hydrated,Other,2018
getting enough sleep,Other,2018
instrumental role in project,Design,2018
instrumental role in project,Experiments,2018
instrumental role in project,Documentation,2018
instrumental role in project,Modelling,2018
instrumental role in project,Analysis,2018
instrumental role in project,Parts,2018
instrumental role in project,Safety,2018
instrumental role in project,Entrepreneurship,2018
instrumental role in project,Hardware,2018
instrumental role in project,Software,2018
instrumental role in project,Human Practices,2018
instrumental role in project,Public Engagement,2018
instrumental role in project,Collaboration,2018
instrumental role in project,Fundraising,2018
instrumental role in project,Creative Contributions,2018
instrumental role in project,Administration,2018
instrumental role in project,Material Supply,2018
instrumental role in project,Supervision,2018
instrumental role in project,Training,2018
guidance with math modeling,Supervision,2018
guidance with math modeling,Modelling,2018
assistance with lab facilities,Material Supply,2018
assistance,Supervision,2018
microscopy guidance,Supervision,2018
microscopy guidance,Training,2018
developing conceptual framework of project,Design,2018
mentoring of math team,Supervision,2018
mentoring of math team,Modelling,2018
mentoring of math team,Training,2018
advice on presentation of project,Supervision,2018
advice on presentation of project,Creative Contributions,2018
technical support,Supervision,2018
technical support,Material Supply,2018
providing starter set of 3g compatible parts,Parts,2018
protocols and advice on using 3g parts,Training,2018
protocols and advice on using 3g parts,Parts,2018
support for outreach efforts,Public Engagement,2018
mini-proposal (funding),Fundraising,2018
providing financial support,Fundraising,2018
providing supplies and funding,Material Supply,2018
providing supplies and funding,Fundraising,2018
molecular cloning work,Experiments,2018
primary pi,Supervision,2018
secondary pi,Supervision,2018
student leader,Administration,2018
publisher for yale scientific magazine,Other,2018
playing the bells of harkness tower,Other,2018
playing with stuffed animals,Other,2018
chasing chipmunks,Other,2018
taking long naps,Other,2018
working on an mvp for an electronic health records system,Software,2018
working on an mvp for an electronic health records system,Entrepreneurship,2018
participating in research with the igem team,Experiments,2018
participating in research with the igem team,Design,2018
participating in research with the igem team,Analysis,2018
singing with his a cappella group,Other,2018
working closely with a local alderman,Other,2018
working on a project for the igem team,Design,2018
working on a project for the igem team,Experiments,2018
playing alto saxophone,Other,2018
conducting research in an ob-gyn lab at yale medical school,Experiments,2018
working with the yale-new haven smilow cancer center and teen cancer america,Human Practices,2018
volunteer teacher,Public Engagement,2018
studying art and biology,Design,2018
invested in the future of medical illustration and scientific literacy,Public Engagement,2018
provided overarching guidance for the research project,Supervision,2018
helped provide preliminary guidance during beginning stages of planning,Supervision,2018
trained new igem team members in molecular biology laboratory techniques,Training,2018
provided day-to-day guidance in lab,Supervision,2018
worked on biobrick characterization,Parts,2018
worked on graphics design,Creative Contributions,2018
