"context","target_processed","year","team_processed","team","target","source_team","batch_id","chunk_id","id","team_matched","target_matched","category"
"helped","scut china",2015,"sklbc china","SKLBC-China","SCUT-China","SKLBC-China",201,2,"201-2","SKLBC-China","SCUT-China","work"
"helped","bnu",2015,"zju china","ZJU-China","BNU","ZJU-China",457,9,"457-9","ZJU-China","BNU-CHINA","work"
"helped","uniandes colombia",2015,"nagahama","Nagahama","Uniandes_Colombia","Nagahama",520,2,"520-2","Nagahama","Uniandes_Colombia","work"
"helped","team aix marseille université",2015,"nait edmonton","NAIT Edmonton","Team Aix-Marseille Université","NAIT_Edmonton",17,10,"17-10","NAIT_Edmonton","Aix-Marseille","work"
"helped","uga georgia igem team",2015,"genspace","Genspace","UGA-Georgia iGEM Team","Genspace",706,7,"706-7","Genspace","UGA-Georgia","work"
"helped","aix marseille université",2015,"westminster","Westminster","Aix-Marseille Université","Westminster",869,2,"869-2","Westminster","Aix-Marseille","work"
"helped","tju",2015,"sklbc dgsyzx","SKLBC-DGSYZX","TJU","SKLBC-DGSYZX",510,6,"510-6","SKLBC-DGSYZX","TJU","work"
"helped","sklbc gdsyzx",2015,"scut","SCUT","SKLBC-GDSYZX","SCUT",93,9,"93-9","SCUT","SKLBC-DGSYZX","work"
"helped","teccem hs",2015,"groningen","Groningen","TecCEM HS","Groningen",146,8,"146-8","Groningen","TecCEM_HS","work"
"helped","scu china team",2015,"china cd uestc","CHINA_CD_UESTC","SCU_China team","CHINA_CD_UESTC",281,0,"281-0","CHINA_CD_UESTC","SCU_China","work"
"helped","sklbc gdsyzx",2015,"scut","SCUT","SKLBC-GDSYZX","SCUT",685,6,"685-6","SCUT","SKLBC-DGSYZX","work"
"helped","columbia team",2015,"genspace","Genspace","Columbia Team","Genspace",149,6,"149-6","Genspace","Columbia_NYC","work"
"helped","paris saclay",2015,"nagahama","Nagahama","Paris-Saclay","Nagahama",949,7,"949-7","Nagahama","Paris_Saclay","work"
"helped","michigan software",2015,"minnesota","Minnesota","Michigan Software","Minnesota",578,0,"578-0","Minnesota","Michigan_Software","work"
"helped","bit china",2015,"bnu china","BNU-China","BIT-China","BIT-China",229,0,"229-0","BNU-CHINA","BIT-China","work"
"helped","h4z (hangzhou no.4 highschool)",2015,"zju china","ZJU-China","H4Z (Hangzhou No.4 Highschool)","ZJU-China",855,0,"855-0","ZJU-China","H4Z-Hangzhou","work"
"helped","h4z",2015,"zju china","ZJU-China","H4Z","ZJU-China",602,1,"602-1","ZJU-China","H4Z-Hangzhou","work"
"helped","scut china",2015,"sklbc china","SKLBC-China","SCUT-China","SKLBC-China",154,0,"154-0","SKLBC-China","SCUT-China","work"
"helped","bnu china",2015,"bit china","BIT-China","BNU-CHINA","BIT-China",56,2,"56-2","BIT-China","BNU-CHINA","work"
"helped","santa clara",2015,"minnesota","Minnesota","Santa Clara","Minnesota",578,0,"578-0","Minnesota","Santa_Clara","work"
"helped","sklbc gdsyzx",2015,"scut china","SCUT-China","SKLBC-GDSYZX","SCUT-China",286,2,"286-2","SCUT-China","SKLBC-DGSYZX","work"
"helped","scu china",2015,"university of electronic science and technology of china","University of Electronic Science and Technology of China","SCU China","SCU_China",484,2,"484-2","UESTC_Software","SCU_China","work"
"helped","nefu china",2015,"nudt china","NUDT_CHINA","NEFU_China","NUDT_CHINA",391,1,"391-1","NUDT_CHINA","NEFU-China","work"
"helped","hzau",2015,"zju china","ZJU-China","HZAU","ZJU-China",325,2,"325-2","ZJU-China","HZAU-China","work"
"helped","sysu china",2015,"sklbc dgsyzx","SKLBC-DGSYZX","SYSU-China","SKLBC-DGSYZX",510,6,"510-6","SKLBC-DGSYZX","SYSU_CHINA","work"
"helped","bit china",2015,"bnu china","BNU-CHINA","BIT-China","BIT",755,12,"755-12","BNU-CHINA","BIT-China","work"
"helped","uga georgia",2015,"nagahama","Nagahama","UGA-Georgia","Nagahama",949,7,"949-7","Nagahama","UGA-Georgia","work"
"helped","brasil usp team",2015,"ufscar brasil","UFSCar-Brasil","Brasil-USP Team","UFSCar-Brasil",414,1,"414-1","UFSCar-Brasil","Brasil-USP","work"
"helped","oxford",2015,"nctu formosa","NCTU_Formosa","Oxford","NCTU_Formosa",913,3,"913-3","NCTU_Formosa","Oxford","work"
"helped","indian team svce chennai",2015,"uppsala","Uppsala","Indian team SVCE Chennai","Uppsala",759,9,"759-9","Uppsala","SVCE_Chennai","work"
"helped","beijing institute of technology",2015,"bnu china","BNU-CHINA","Beijing Institute of Technology","BNU-CHINA",745,5,"745-5","BNU-CHINA","BIT","work"
"helped","whu team",2015,"hust china","HUST-China","WHU team","HUST-China",608,11,"608-11","HUST-China","WHU-China","work"
"helped","sklbc gdsyzx",2015,"scut china","SCUT-China","SKLBC-GDSYZX","SCUT-China",1033,4,"1033-4","SCUT-China","SKLBC-DGSYZX","work"
"helped","university of electronic science and technology of china",2015,"scu china","SCU China","University of Electronic Science and Technology of China","SCU_China",484,2,"484-2","SCU_China","UESTC_Software","work"
"helped","tokyo nokogen",2015,"nagahama","Nagahama","Tokyo-NoKoGen","Nagahama",949,7,"949-7","Nagahama","Tokyo-NoKoGen","work"
"helped","nyu shanghai",2015,"ouc china","OUC-China","NYU-Shanghai","OUC-China",157,4,"157-4","OUC-China","NYU_Shanghai","work"
"helped","hzau",2015,"zju china","ZJU-China","HZAU","ZJU-China",987,5,"987-5","ZJU-China","HZAU-China","work"
"helped","nefu china",2015,"nagahama","Nagahama","NEFU_China","Nagahama",949,7,"949-7","Nagahama","NEFU-China","work"
"helped","d'aix marseille université igem team",2015,"sdu denmark","SDU-Denmark","d'Aix Marseille Université iGEM team","SDU-Denmark",98,4,"98-4","SDU-Denmark","Aix-Marseille","work"
"helped","uestc software team",2015,"china cd uestc","CHINA_CD_UESTC","UESTC_Software team","CHINA_CD_UESTC",281,0,"281-0","CHINA_CD_UESTC","UESTC_Software","work"
"helped","nankai",2015,"szu china","SZU China","Nankai","SZU_China",991,7,"991-7","SZU_China","Nankai","work"
"helped","nudt china",2015,"nju china","NJU-China","NUDT_China","NJU-China",450,6,"450-6","NJU-China","NUDT_CHINA","work"
"helped","ui indonesia",2015,"nagahama","Nagahama","UI-Indonesia","Nagahama",949,7,"949-7","Nagahama","UI_Indonesia","work"
"helped","ut tokyo",2015,"nagahama","Nagahama","UT-Tokyo","Nagahama",949,7,"949-7","Nagahama","UT-Tokyo","work"
"helped","uottawa",2015,"waterloo igem","Waterloo iGEM","uOttawa","uOttawa",411,5,"411-5","Waterloo","uOttawa","work"
"helped","aix marseille universite",2015,"amoy","Amoy","Aix-Marseille Universite","Amoy",955,0,"955-0","Amoy","Aix-Marseille","work"
"helped","nymu taipei",2015,"tas taipei igem team","TAS Taipei iGEM team","NYMU-Taipei","NYMU-Taipei",909,4,"909-4","TAS_Taipei","NYMU-Taipei","work"
"helped","team chalmers gothenburg",2015,"czech republic","Czech Republic","Team Chalmers Gothenburg","Czech_Republic",444,9,"444-9","Czech_Republic","Chalmers-Gothenburg","work"
"helped","cgu taiwan build a model for the yeast pathway",2015,"stockholm igem club","Stockholm iGEM club","CGU_Taiwan build a model for the yeast pathway","CGU_Taiwan",944,7,"944-7","Stockholm","CGU_Taiwan","work"
"helped","sklbc dgsyzx",2015,"scut china","SCUT-China","SKLBC-DGSYZX","SKLBC-DGSYZX",1010,11,"1010-11","SCUT-China","SKLBC-DGSYZX","work"
"helped","hzau china",2015,"hust china","HUST-China","HZAU-China","HUST-China",608,11,"608-11","HUST-China","HZAU-China","work"
"helped","nyu shanghai",2015,"fudan","Fudan","NYU_Shanghai","Fudan",572,10,"572-10","Fudan","NYU_Shanghai","work"
"helped","warwick",2015,"ntnu igem","NTNU iGEM","Warwick","Warwick",485,7,"485-7","NTNU_Trondheim","Warwick","work"
"helped","vilnius lithuania",2015,"sdu","SDU","Vilnius-Lithuania","Vilnius-Lithuania",260,8,"260-8","SDU-Denmark","Vilnius-Lithuania","work"
"helped","tsinghua a",2015,"tianjin","Tianjin","Tsinghua-A","Tianjin",54,8,"54-8","Tianjin","Tsinghua-A","work"
"helped","biosint mexico",2015,"tecmonterrey","TecMonterrey","BIOSINT Mexico","BIOSINT_Mexico",926,4,"926-4","Tec-Monterrey","BIOSINT_Mexico","work"
"helped","fafu china",2015,"amoy","Amoy","FAFU-China","Amoy",955,0,"955-0","Amoy","FAFU-CHINA","work"
"helped","hzau",2015,"zju china","ZJU-China","HZAU","ZJU-China",602,1,"602-1","ZJU-China","HZAU-China","work"
"helped","sysu china",2015,"sklbc china","SKLBC-China","SYSU-China","SKLBC-China",201,2,"201-2","SKLBC-China","SYSU_CHINA","work"
"helped","team aachen",2015,"minnesota","Minnesota","Team Aachen","Minnesota",578,0,"578-0","Minnesota","Aachen","work"
"helped","sklbc dgsyzx",2015,"scut team","SCUT-team","SKLBC-DGSYZX","SKLBC-DGSYZX",1010,11,"1010-11","SCUT","SKLBC-DGSYZX","work"
"helped","nju china",2015,"nudt china","NUDT_China","NJU-China","NJU-China",450,6,"450-6","NUDT_CHINA","NJU-China","work"
"helped","national taiwan university",2015,"oxford","Oxford","National Taiwan University","Oxford",361,7,"361-7","Oxford","NTU-Singapore","work"
"helped","szms 15 shenzhen",2015,"shenzhen sfls","Shenzhen_SFLS","SZMS_15_Shenzhen","Shenzhen_SFLS",559,11,"559-11","Shenzhen_SFLS","SZMS_15_Shenzhen","work"
"helped","biosint mexico",2015,"tecmonterrey","TecMonterrey","BIOSINT_Mexico","BIOSINT_Mexico",976,12,"976-12","Tec-Monterrey","BIOSINT_Mexico","work"
"helped","bit china",2015,"tju","TJU","BIT_China","TJU",993,11,"993-11","TJU","BIT-China","work"
"helped","bnu china",2015,"bit china","BIT-China","BNU-CHINA","BIT",755,12,"755-12","BIT-China","BNU-CHINA","work"
"helped","linkoping",2015,"groningen","Groningen","Linkoping","Groningen",146,8,"146-8","Groningen","Linkoping_Sweden","work"
"helped","whu china team",2015,"hust china","HUST-China","WHU-China team","HUST-China",608,11,"608-11","HUST-China","WHU-China","work"
"helped","nefu china",2015,"nagahama","Nagahama","NEFU_China","Nagahama",949,7,"949-7","Nagahama","NEFU_China","work"
"helped","tokyo tech",2015,"nagahama","Nagahama","Tokyo Tech","Tokyo_Tech",567,10,"567-10","Nagahama","Tokyo_Tech","work"
"helped","h4z",2015,"zju china","ZJU-China","H4Z","ZJU-China",987,5,"987-5","ZJU-China","H4Z-Hangzhou","work"
"helped","h4z",2015,"zju china","ZJU-China","H4Z","ZJU-China",325,2,"325-2","ZJU-China","H4Z-Hangzhou","work"
"helped","bit",2015,"bnu china","BNU-China","BIT","BIT",954,5,"954-5","BNU-CHINA","BIT","work"
"helped","waterloo",2015,"queen's university","Queen's University","Waterloo","Waterloo",1036,2,"1036-2","Queens_Canada","Waterloo","work"
"helped","paris saclay",2015,"minnesota","Minnesota","Paris-Saclay","Minnesota",578,0,"578-0","Minnesota","Paris_Saclay","work"
"helped","tust (tianjin university of science and technology) to build",2015,"tju","TJU","TUST (Tianjin University of Science and Technology) to build","TJU",466,7,"466-7","TJU","Tianjin","work"
"helped","vilnius university igem team",2015,"sdu denmark","SDU-Denmark","Vilnius University iGEM Team","SDU-Denmark",963,4,"963-4","SDU-Denmark","Vilnius-Lithuania","work"
"helped","uniandes colombia",2015,"nagahama","Nagahama","Uniandes_Colombia","Nagahama",949,7,"949-7","Nagahama","Uniandes_Colombia","work"
"helped","scut china",2015,"sklbc dgsyzx","SKLBC-DGSYZX","SCUT-China","SKLBC-DGSYZX",510,6,"510-6","SKLBC-DGSYZX","SCUT-China","work"
"helped","uppsala igem team",2015,"sdu denmark","SDU-Denmark","Uppsala iGEM team","SDU-Denmark",98,4,"98-4","SDU-Denmark","Uppsala","work"
"helped by","tecmonterrey",2015,"biosint mexico","BIOSINT_Mexico","TecMonterrey","BIOSINT_Mexico",976,12,"976-12","BIOSINT_Mexico","Tec-Monterrey","advice"
"helped characterize","tianjin university",2015,"lzu china","LZU-China","Tianjin University","LZU-China",853,3,"853-3","LZU-China","Tianjin","work"
"helped clone biobricks for","hsnu",2015,"nctu formosa","NCTU Formosa","HSNU","NCTU_Formosa",345,4,"345-4","NCTU_Formosa","HSNU-TAIPEI","work"
"helped construct Light regulation circuits for","bnu china",2015,"bit","BIT","BNU_China","BIT",585,7,"585-7","BIT","BNU-CHINA","work"
"helped enhance contents of","aalto helsinki",2015,"hokkaidou japan","HokkaidoU_Japan","Aalto-Helsinki","HokkaidoU_Japan",540,2,"540-2","HokkaidoU_Japan","Aalto-Helsinki","work"
"helped enhance contents of","tec guadalajara",2015,"hokkaidou japan","HokkaidoU_Japan","Tec_Guadalajara","HokkaidoU_Japan",540,2,"540-2","HokkaidoU_Japan","Tec_Guadalajara","work"
"helped establish","uioslo norway",2015,"aachen","Aachen","UiOslo Norway","Aachen",944,14,"944-14","Aachen","UiOslo_Norway","work"
"helped establish methane sensor for","uioslo norway",2015,"aachen","Aachen","UiOslo Norway","Aachen",160,5,"160-5","Aachen","UiOslo_Norway","work"
"helped find similar biobricks for","china tongji",2015,"sjtu software","SJTU-Software","China-Tongji","SJTU-Software",660,0,"660-0","SJTU-Software","China_Tongji","advice"
"helped fulfill live interview for","aix marseile france",2015,"ui indonesia","UI Indonesia","Aix-Marseile France","UI_Indonesia",589,7,"589-7","UI_Indonesia","Aix-Marseille","work"
"helped fulfill live interview for","aix marseile france",2015,"ui indonesia","UI Indonesia","Aix-Marseile France","UI_Indonesia",894,4,"894-4","UI_Indonesia","Aix-Marseille","work"
"helped hold iGEM meet up","itb",2015,"ui indonesia","UI Indonesia","ITB","UI_Indonesia",894,4,"894-4","UI_Indonesia","ITB_INDONESIA","meetup"
"helped hold iGEM meet up","itb",2015,"ui indonesia","UI Indonesia","ITB","UI_Indonesia",589,7,"589-7","UI_Indonesia","ITB_INDONESIA","meetup"
"helped improve software of","sjtu software",2015,"china tongji","China_Tongji","SJTU-Software","China_Tongji",483,9,"483-9","China_Tongji","SJTU-Software","work"
"helped make video for","tecnion israel",2015,"ui indonesia","UI Indonesia","Tecnion Israel","UI_Indonesia",894,4,"894-4","UI_Indonesia","Technion_Israel","work"
"helped make video for","tecnion israel",2015,"ui indonesia","UI Indonesia","Tecnion Israel","UI_Indonesia",589,7,"589-7","UI_Indonesia","Technion_Israel","work"
"helped mentor","stockholm team",2015,"aalto helsinki","Aalto-Helsinki","Stockholm team","Aalto-Helsinki",676,10,"676-10","Aalto-Helsinki","Stockholm","advice"
"helped modify E.coli for","tju",2015,"lzu china","LZU-China","TJU","LZU-China",921,6,"921-6","LZU-China","TJU","work"
"helped organize","nanjing normal university",2015,"nanjing china","Nanjing-China","Nanjing Normal University","Nanjing-China",181,3,"181-3","Nanjing-China","Nanjing_NFLS","work"
"helped promote iGEM to students","tianjin university of science and technology",2015,"tju","TJU","Tianjin University of Science and Technology","TJU",1033,0,"1033-0","TJU","Tianjin",NA
"helped shoot video","ucla",2015,"ucl","UCL","UCLA","UCL",686,1,"686-1","UCL","UCLA","other"
"helped start the project of","sjtu biox shanghai",2015,"china tongji","China_Tongji","SJTU-BioX-Shanghai","China_Tongji",403,6,"403-6","China_Tongji","SJTU-BioX-Shanghai","work"
"helped test","rwth aachen",2015,"tu darmstadt","TU Darmstadt","RWTH Aachen","TU_Darmstadt",936,6,"936-6","TU_Darmstadt","Aachen","work"
"helped troubleshoot for","tp cc san diego",2015,"uc san diego","UC San Diego","TP_CC San Diego","UC_San_Diego",482,16,"482-16","UC_San_Diego","TP_CC-SanDiego","work"
"helped with","aachen",2015,"slovenia hs","Slovenia_HS","Aachen","Slovenia_HS",57,6,"57-6","Slovenia_HS","Aachen","work"
"helped with","protein detection for bit china",2015,"bnu china","BNU-CHINA","protein detection for BIT-China","BNU-CHINA",622,5,"622-5","BNU-CHINA","BIT-China","work"
"helped with","bit china",2015,"bnu china","BNU-CHINA","BIT-China","BNU-CHINA",1032,4,"1032-4","BNU-CHINA","BIT-China","work"
"helped with","tu darmstadt",2015,"tuebingen","Tuebingen","TU Darmstadt","Tuebingen",373,8,"373-8","Tuebingen","TU_Darmstadt","work"
"helped with expression and modeling","bit china",2015,"bnu china","BNU-CHINA","BIT-China","BNU-CHINA",123,3,"123-3","BNU-CHINA","BIT-China","work"
"helped with Human Practises","aachen",2015,"slovenia hs","Slovenia_HS","Aachen","Slovenia_HS",290,12,"290-12","Slovenia_HS","Aachen","work"
"helped with modeling","cgu taiwan",2015,"stockholm","Stockholm","CGU Taiwan","Stockholm",481,2,"481-2","Stockholm","CGU_Taiwan","work"
"helped with modeling","shenzhen sfls",2015,"szms 15 shenzhen","SZMS_15_Shenzhen","Shenzhen_SFLS","SZMS_15_Shenzhen",167,6,"167-6","SZMS_15_Shenzhen","Shenzhen_SFLS","work"
"helped with modeling for","cgu taiwan",2015,"stockholm","Stockholm","CGU Taiwan","Stockholm",859,0,"859-0","Stockholm","CGU_Taiwan","work"
"helped with part submission form for","shiyan sy china",2015,"lzu china","LZU-China","Shiyan_SY_China","Shiyan_SY_China",153,5,"153-5","LZU-China","Shiyan_SY_China","work"
"helped with publicity of survey for","igem nefu china",2015,"iit kharagpur","IIT_Kharagpur","iGEM NEFU_China","IIT_Kharagpur",876,12,"876-12","IIT_Kharagpur","NEFU_China","work"
"helped with publicity of survey for","igem paris bettencourt",2015,"iit kharagpur","IIT_Kharagpur","iGEM Paris Bettencourt","IIT_Kharagpur",876,12,"876-12","IIT_Kharagpur","Paris_Bettencourt","work"
"helped with publicity of survey for","igem korea u seoul",2015,"iit kharagpur","IIT_Kharagpur","iGEM Korea_U_Seoul","IIT_Kharagpur",876,12,"876-12","IIT_Kharagpur","Korea_U_Seoul","work"
"helped with publicity of survey for","igem team nankai",2015,"iit kharagpur","IIT_Kharagpur","iGEM Team Nankai","IIT_Kharagpur",876,12,"876-12","IIT_Kharagpur","Nankai","work"
"helped with restriction site design for","hsnu taipei",2015,"ntu lihpao taiwan","NTU-LIHPAO-Taiwan","HSNU-TAIPEI","NTU-LIHPAO-Taiwan",137,0,"137-0","NTU-LIHPAO-Taiwan","HSNU-TAIPEI","work"
"helped with survey","d'aix marseille université 2015 igem team",2015,"sdu denmark","SDU-Denmark","d'Aix Marseille Université 2015 iGEM team","SDU-Denmark",71,4,"71-4","SDU-Denmark","Aix-Marseille","work"
"helped with survey for","aix marseille",2015,"tu darmstadt","TU Darmstadt","Aix-Marseille","TU_Darmstadt",936,6,"936-6","TU_Darmstadt","Aix-Marseille","work"
"helped with website","aalto helsinki",2015,"amoy","Amoy","Aalto-Helsinki","Amoy",955,0,"955-0","Amoy","Aalto-Helsinki","work"
"helped with website","paris bettencourt",2015,"amoy","Amoy","Paris_Bettencourt","Amoy",955,0,"955-0","Amoy","Paris_Bettencourt","work"
"helped with wiki coding for","atoms turkiye",2015,"auc turkey","AUC TURKEY","ATOMS_Turkiye","AUC_TURKEY",661,5,"661-5","AUC_TURKEY","ATOMS-Turkiye","work"
"helping out at","building with biology event",2015,"wellesley thetech","Wellesley_TheTech","Building with Biology Event","Wellesley_TheTech",203,4,"203-4","Wellesley_TheTech","BroadRun-NorthernVA","work"
"hopes to collaborate with","william and mary",2015,"umaryland","UMaryland","William and Mary","UMaryland",359,9,"359-9","UMaryland","William_and_Mary","other"
"hosted","itb indonesia",2015,"oxford","Oxford","ITB Indonesia","Oxford",863,7,"863-7","Oxford","ITB_INDONESIA","other"
"hosted","duke university",2015,"umaryland","UMaryland","Duke University","UMaryland",613,9,"613-9","UMaryland","Duke","other"
"hosted","national taiwan university",2015,"oxford","Oxford","National Taiwan University","Oxford",863,7,"863-7","Oxford","NTU-Singapore","other"
"hosted","equipe igem ufmg",2015,"brasil usp","Brasil-USP","Equipe iGEM-UFMG","Brasil-USP",26,5,"26-5","Brasil-USP","UFMG_Brazil","other"
"hosted","goettingen",2015,"marburg","Marburg","Goettingen","Marburg",196,13,"196-13","Marburg","Goettingen","other"
"hosted","technion's collage team",2015,"technion hs israel","Technion_HS_Israel","Technion's collage team","Technion_HS_Israel",393,0,"393-0","Technion_HS_Israel","Technion_Israel","other"
"hosted","university of westminster",2015,"birkbeck","Birkbeck","University of Westminster","Birkbeck",179,1,"179-1","Birkbeck","Westminster","other"
"hosted","warwick igem",2015,"oxford","Oxford","Warwick iGEM","Oxford",863,7,"863-7","Oxford","Warwick","other"
"hosted","igem ufscar",2015,"brasil usp","Brasil-USP","iGEM UFSCar","Brasil-USP",26,5,"26-5","Brasil-USP","UFSCar-Brasil","other"
"hosted","ucl",2015,"oxford","Oxford","UCL","Oxford",863,7,"863-7","Oxford","UCL","other"
"hosted","college of william and mary",2015,"umaryland","UMaryland","College of William and Mary","UMaryland",613,9,"613-9","UMaryland","William_and_Mary","other"
"hosted","tuebingen",2015,"marburg","Marburg","Tuebingen","Marburg",196,13,"196-13","Marburg","Tuebingen","other"
"hosted","tas taipei igem team",2015,"nymu taipei","NYMU-Taipei","TAS Taipei iGEM team","NYMU-Taipei",909,4,"909-4","NYMU-Taipei","TAS_Taipei","other"
"hosted","darmstadt",2015,"fau erlangen","FAU_Erlangen","Darmstadt","FAU_Erlangen",975,0,"975-0","FAU_Erlangen","TU_Darmstadt","other"
"hosted","team darmstadt",2015,"fau erlangen","FAU_Erlangen","Team Darmstadt","FAU_Erlangen",769,3,"769-3","FAU_Erlangen","TU_Darmstadt","other"
"hosted","london teams",2015,"birkbeck","Birkbeck","London teams","Birkbeck",455,0,"455-0","Birkbeck","London","other"
"hosted","ub indonesia",2015,"itb indonesia","ITB_INDONESIA","UB_Indonesia","ITB_INDONESIA",832,4,"832-4","ITB_INDONESIA","UB_Indonesia","other"
"hosted","igem paris saclay",2015,"bordeaux","Bordeaux","iGEM Paris-Saclay","Bordeaux",348,5,"348-5","Bordeaux","Paris_Saclay","other"
"hosted","tec monterrey team",2015,"teccem","TecCEM","Tec-Monterrey team","TecCEM",478,13,"478-13","TecCEM","Tec-Monterrey","other"
"hosted","bielefeld",2015,"marburg","Marburg","Bielefeld","Marburg",196,13,"196-13","Marburg","Bielefeld-CeBiTec","other"
"hosted","national chiau tung university formosa",2015,"oxford","Oxford","National Chiau Tung University Formosa","Oxford",863,7,"863-7","Oxford","NTU-Formosa","other"
"hosted","freiburg",2015,"marburg","Marburg","Freiburg","Marburg",196,13,"196-13","Marburg","Freiburg","other"
"hosted","rock ridge high school",2015,"umaryland","UMaryland","Rock Ridge high School","UMaryland",613,9,"613-9","UMaryland","Rock_Ridge_Virginia","other"
"hosted","university of virginia",2015,"umaryland","UMaryland","University of Virginia","UMaryland",613,9,"613-9","UMaryland","Virginia","other"
"hosted","igem toulouse",2015,"bordeaux","Bordeaux","iGEM Toulouse","Bordeaux",348,5,"348-5","Bordeaux","Toulouse","other"
"hosted","university of kent",2015,"birkbeck","Birkbeck","University of Kent","Birkbeck",179,1,"179-1","Birkbeck","Kent","other"
"hosted","igem eplf lausanne",2015,"bordeaux","Bordeaux","iGEM EPLF-Lausanne","Bordeaux",348,5,"348-5","Bordeaux","EPF_Lausanne","other"
"hosted","ui indonesia",2015,"itb indonesia","ITB_INDONESIA","UI_Indonesia","ITB_INDONESIA",832,4,"832-4","ITB_INDONESIA","UI_Indonesia","other"
"hosted","darmstadt",2015,"marburg","Marburg","Darmstadt","Marburg",196,13,"196-13","Marburg","TU_Darmstadt","other"
"hosted","ucl",2015,"birkbeck","Birkbeck","UCL","Birkbeck",179,1,"179-1","Birkbeck","UCL","other"
"hosted","igem bordeaux",2015,"oxford","Oxford","iGEM Bordeaux","Oxford",863,7,"863-7","Oxford","Bordeaux","other"
"hosted","igem aix marseille",2015,"bordeaux","Bordeaux","iGEM Aix Marseille","Bordeaux",348,5,"348-5","Bordeaux","Aix-Marseille","other"
"hosted","aachen",2015,"marburg","Marburg","Aachen","Marburg",196,13,"196-13","Marburg","Aachen","other"
"hosted","london biohackers",2015,"birkbeck","Birkbeck","London Biohackers","Birkbeck",179,1,"179-1","Birkbeck","London_Biohackspace","other"
"hosted","tu darmstadt",2015,"eth zurich","ETH_Zurich","TU_Darmstadt","ETH_Zurich",880,6,"880-6","ETH_Zurich","TU_Darmstadt","other"
"hosted","trinity college dublin",2015,"oxford","Oxford","Trinity College Dublin","Oxford",863,7,"863-7","Oxford","TrinityCollegeDublin","other"
"hosted","london teams",2015,"birkbeck","Birkbeck","London teams","Birkbeck",634,3,"634-3","Birkbeck","London","other"
"hosted","igem ku leuven",2015,"bordeaux","Bordeaux","iGEM KU_Leuven","Bordeaux",348,5,"348-5","Bordeaux","KU_Leuven","other"
"hosted","igem paris pasteur",2015,"bordeaux","Bordeaux","iGEM Paris Pasteur","Bordeaux",348,5,"348-5","Bordeaux","Pasteur_Paris","other"
"hosted BBQ evening with games provided by","aalto helsinki",2015,"uppsala","Uppsala","Aalto-Helsinki","Uppsala",353,1,"353-1","Uppsala","Aalto-Helsinki","other"
"hosted BioBrick tutorial for","ku team",2015,"dtu denmark","DTU-Denmark","KU team","DTU-Denmark",458,7,"458-7","DTU-Denmark","KU_Leuven","meetup"
"hosted BioBrick tutorial for","sdu team",2015,"dtu denmark","DTU-Denmark","SDU team","DTU-Denmark",458,7,"458-7","DTU-Denmark","SDU-Denmark","meetup"
"hosted bootcamp for","birkbeck",2015,"ucl","UCL","Birkbeck","UCL",921,1,"921-1","UCL","Birkbeck","work"
"hosted by","ucl",2015,"oxford","Oxford","UCL","Oxford",131,2,"131-2","Oxford","UCL","work"
"hosted by","university of lethbridge chemistry and biochemistry department",2015,"lethbridge hs","Lethbridge_HS","University of Lethbridge Chemistry and Biochemistry department","Lethbridge_HS",647,1,"647-1","Lethbridge_HS","Lethbridge","work"
"hosted French Meet-up with","paris saclay igem team",2015,"bordeaux","Bordeaux","Paris_Saclay iGEM team","Bordeaux",934,1,"934-1","Bordeaux","Paris_Saclay","meetup"
"hosted French Meet-up with","ku leuven igem team",2015,"bordeaux","Bordeaux","KU_Leuven iGEM team","Bordeaux",934,1,"934-1","Bordeaux","KU_Leuven","meetup"
"hosted French Meet-up with","epf lausanne igem team",2015,"bordeaux","Bordeaux","EPF_Lausanne iGEM team","Bordeaux",934,1,"934-1","Bordeaux","EPF_Lausanne","meetup"
"hosted French Meet-up with","paris saclay igem team",2015,"bordeaux","Bordeaux","Paris_Saclay iGEM team","Bordeaux",578,4,"578-4","Bordeaux","Paris_Saclay","meetup"
"hosted French Meet-up with","aix marseille university igem team",2015,"bordeaux","Bordeaux","Aix-Marseille University iGEM team","Bordeaux",934,1,"934-1","Bordeaux","Aix-Marseille","meetup"
"hosted French Meet-up with","ku leuven igem team",2015,"bordeaux","Bordeaux","KU_Leuven iGEM team","Bordeaux",578,4,"578-4","Bordeaux","KU_Leuven","meetup"
"hosted French Meet-up with","pasteur paris igem team",2015,"bordeaux","Bordeaux","Pasteur_Paris iGEM team","Bordeaux",578,4,"578-4","Bordeaux","Pasteur_Paris","meetup"
"hosted French Meet-up with","aix marseille university igem team",2015,"bordeaux","Bordeaux","Aix-Marseille University iGEM team","Bordeaux",578,4,"578-4","Bordeaux","Aix-Marseille","meetup"
"hosted French Meet-up with","toulouse igem team",2015,"bordeaux","Bordeaux","Toulouse iGEM team","Bordeaux",934,1,"934-1","Bordeaux","Toulouse","meetup"
"hosted French Meet-up with","toulouse igem team",2015,"bordeaux","Bordeaux","Toulouse iGEM team","Bordeaux",578,4,"578-4","Bordeaux","Toulouse","meetup"
"hosted French Meet-up with","pasteur paris igem team",2015,"bordeaux","Bordeaux","Pasteur_Paris iGEM team","Bordeaux",934,1,"934-1","Bordeaux","Pasteur_Paris","meetup"
"hosted French Meet-up with","epf lausanne igem team",2015,"bordeaux","Bordeaux","EPF_Lausanne iGEM team","Bordeaux",578,4,"578-4","Bordeaux","EPF_Lausanne","meetup"
