text,source_team,year
"ine accumulation in Escherichia coli."" Journal of Bioscience and Bioengineering 103(5): 441-446.
[]
[]",UCAS,2017
"relationships: [[""BIT-China"",""collaborated"",""BNU-China""],[""BNU-China"",""helped"",""BIT-China""],[""BNU-China"",""reviewed articles"",""BIT-China""],[""BNU-China"",""consulted professors"",""BIT-China""],[""BNU-China"",""expressed"",""BIT-China""],[""BNU-China"",""purified"",""BIT-China""],[""BNU-China"",""detected"",""BIT-China""]]",BIT-China,2015
"relationships: [[""CU-Boulder"",""collaborated with"",""MUSE Bio""],[""CU-Boulder"",""used technology from"",""MUSE Bio""],[""CU-Boulder"",""co-organized meetup"",""University of Colorado Boulder""]]",CU-Boulder,2016
"dao

relationships: [[""SKLMT-China"",""collaborated with"",""Team TJU_China""],[""SKLMT-China"",""thanked"",""Team JNFLS""],[""SKLMT-China"",""thanked"",""Team NJU""],[""SKLMT-China"",""thanked"",""Team OCU-CHINA""],[""SKLMT-China"",""discussed"",""Team JNFLS""],[""SKLMT-China"",""cooperated with"",""Team SDU-CHINA""],[""SKLMT-China"",""shared materials and equipment with"",""Team SDU-CHINA""],[""SKLMT-China"",""helped with parts standardization for"",""Team SDU-CHINA""],[""SKLMT-China"",""thanked"",""Team SDU-CHINA""]]",SKLMT-China,2018
"each other


relationships: [[""USTC"",""collaborated"",""USTC-Software""],[""USTC"",""recruited and brainstormed with"",""USTC-Software""],[""USTC"",""exchanged advice with"",""USTC-Software""],[""USTC"",""collaborated"",""Amoy""],[""USTC"",""provided suggestions to"",""USTC-Software""],[""USTC-Software"",""tested their software using"",""Spring""],[""USTC-Software"",""received help with biology from"",""USTC""],[""USTC"",""collaborated"",""XMU-China""],[""USTC"",""edited newsletter for"",""XMU-China""]]",USTC,2015
[],CityU_HK,2015
"relationships: [[""NYU Shanghai"",""partnered with"",""Fudan University""],[""NYU Shanghai"",""borrowed equipment from"",""Fudan University""],[""NYU Shanghai"",""received assistance from"",""Fudan University""]]",NYU_Shanghai,2017
"oplastic relationships: [[""TNCR_Korea"",""mentored by"",""college team""],[""TNCR_Korea"",""collaborated with"",""East Chapel Hill High school team""],[""TNCR_Korea"",""collaborated with"",""Peshawar 2017""],[""TNCR_Korea"",""collaborated with"",""UNBC 2017""],[""TNCR_Korea"",""collaborated with"",""igemusp(Brazil) team""],[""TNCR_Korea"",""collaborated with"",""British_Columbia IGEM team""],[""TNCR_Korea"",""collaborated with"",""UiOslo_Norway team""],[""TNCR_Korea"",""collaborated with"",""Bordeaux team""]]",TNCR_Korea,2017
"relationships: [[""SVCE_CHENNAI"",""mentored"",""REC_CHENNAI""],[""SVCE_CHENNAI"",""collaborated"",""REC_CHENNAI""],[""SVCE_CHENNAI"",""conducted Biofair with"",""REC_CHENNAI""],[""SVCE_CHENNAI"",""built system for"",""REC_CHENNAI""],[""SVCE_CHENNAI"",""provided strains to"",""REC_CHENNAI""],[""SVCE_CHENNAI"",""collaborated with"",""UCL""],[""SVCE_CHENNAI"",""exchanged resources with"",""UCL""],[""SVCE_CHENNAI"",""provided feedback to"",""UCL""],[""SVCE_CHENNAI"",""collaborated with"",""LUND""],[""SVCE_CHENNAI"",""guided"",""LUND""],[""SVCE_CHENNAI"",""collaborated with"",""NAWI_GRAZ""],[""SVCE_CHENNAI"",""provided suggestions to"",""NAWI_GRAZ""],[""SVCE_CHENNAI"",""tested parts with"",""NAWI_GRAZ""]]",SVCE_CHENNAI,2017
", and NCCU, helped us complete the survey in investigating world café as an effective tool to promote communication.
relationships: [[""NYMU-Taipei"",""collaborated with"",""NCTU""],[""NYMU-Taipei"",""collaborated with"",""HSiTAIWAN""],[""NYMU-Taipei"",""collaborated with"",""TAS TAIWAN""],[""NYMU-Taipei"",""held meetup with"",""TAS TAIWAN""],[""NYMU-Taipei"",""held meetup with"",""CGU""],[""NYMU-Taipei"",""held meetup with"",""NCTU""],[""NYMU-Taipei"",""held meetup with"",""NTHU""],[""NYMU-Taipei"",""held meetup with"",""NCCU""],[""NYMU-Taipei"",""helped complete survey with"",""CGU""],[""NYMU-Taipei"",""helped complete survey with"",""NCTU""],[""NYMU-Taipei"",""helped complete survey with"",""NTHU""],[""NYMU-Taipei"",""helped complete survey with"",""NCCU""]]",NYMU-Taipei,2016
