team,year,text,edge,target,context,Notes,direction,Flag
Uppsala,2017,"Team:Uppsala/Collaborations
Home
Team
Team
Collaborations
Attributions
Project
Description
Design
Crocin Pathway
Zea-Strain
Modeling
Parts
Human Practices
Human Practices
Ethics-Gold HP
Engagement
Market Analysis
Results
Results
Demonstrate
Medals
Portfolio
Extended Work
Chipgineering2.0
InterLab
Improve
Contributions
Safety
iGEM Uppsala-Collaboration
COLLABORATIONS
Collaborations and Outreach
In iGEM Uppsala we believe that collaboration and outreach is an important part of our project. Helping out other iGEM teams, but also asking for help when we need it, is as important as anything else in a successful project. This year was no different. We collaborated with teams all around the world in our webinars and in a postcard challenge. Additionally, we also had collaborations a bit closer to home. Such as in June we took part in the Nordic iGEM Conference (NIC) in Copenhagen. We also collaborated with other Swedish teams during our iGEM run. The biggest collaboration there was the organization of a panel discussion with the Stockholm team. We also helped iGEM Lund with their newly established team that is having their first run in 2017. Of course there is no way we could have done iGEM without receiving some help! Here we would like to thank all the teams from Sweden, Denmark and Finland for giving us constant insight and answering the burning questions we had. Also, a special thank you to iGEM Stockholm for helping us with clarifications around the InterLab study.
Now, let’s take a more detailed look into the collaboration we had this year!
Webinars
This year our team wanted to discover a bit more about the ethical part of our project and science in general. After some discussion with the ethics experts at our university we felt a need to talk with other iGEM team. Therefore, we decided to host three webinars with topics relating to ethics in science.
These webinars were based on our chapters in the ethics guidelines and the answers given by the teams were taken into consideration for designing our guidelines. The three webinars topics were Social Responsibility, Genetic Engineering and Property Rights. Five teams from all around the globe participated in each webinar and discussed three questions about the topic, shared their opinions and experiences. The sessions were live streamed on YouTube and the recording can be found at iGEM Uppsala´s YouTube channel .
Panel Discussion
As a continuation of the",TRUE,Lund,Advice,Advised Lund in their first year,st,
WLC-Milwaukee,2018,"Team:WLC-Milwaukee/Collaborations
PLACEHOLDER
PROJECT
Overview Background System Design Wet Lab Results Parts
DOCUMENTATION
Safety Timeline Judging
HUMAN PRACTICES
Overview Investigations and Impact Outreach Collaborations
TEAM
Members Attributions
WLC-Milwaukee iGEM
insert_chart PROJECT
Overview Background System Design Wetlab Results Parts
developer_board DOCUMENTATION
Safety Timeline Judging
nature_people HUMAN PRACTICES
Overview Investigations and Impact Outreach Collaborations
people TEAM
Members Attributions
WLC iGEM 2018 | Collaborations
Collaborations
We collaborated with other iGEM teams in two primary ways: providing data through surveys and receiving assistance in dealing with a growing team from Cornell iGEM.  We provided data to the IIT Kanpur iGEM Team for their project that worked with other aspects of water pollution, namely detergent degradation, which is one area we are interested in as a team.
Perhaps most significantly, we also collaborated with the Cornell iGEM team after a member of our lab met with, and was able to tour the Cornell iGEM Lab spaces over the summer! This initial interaction and discussion of how the Cornell iGEM team is organized led to future collaboration between our two teams looking at how as a team we can practically implement some of the strategies Cornell iGEM has used to manage their large team size. We have been excited to have a large influx of members this fall, but have struggled to effectively communicate and delegate assignments for the team. As a result, the methods for team member evaluation, establishment of sub-team leads, and meeting schedules with the various sub-team leads that we received from Cornell iGEM have aided us greatly in setting more concrete standards for communication and team operation. Additionally, we have been trying to find a way to better ingrain our iGEM team into our institutions research program and with some help from the Cornell team we have made significant progress in setting standards of evaluation and a more defined structure for our team. This necessary structure and method of evaluation were previously lacking in our team, but with the suggested revisions suggested we will now be able to be more formally recognized by our home institution and receive official acknowledgement for our work.
Finally, we have also been immensely grateful to collaborate with a team of software developers at our home institution, W.A.S.D., to construct and implement our Wiki! They have done amazing work taking our ideas and turning them into a well-structured and beautiful Wiki that allows us to display our work in a clear and organized format. We couldn’t have completed",TRUE,IIT_Kanpur,Material Transfer,Provided data to team kanpur,st,
WLC-Milwaukee,2018,"Team:WLC-Milwaukee/Collaborations
PLACEHOLDER
PROJECT
Overview Background System Design Wet Lab Results Parts
DOCUMENTATION
Safety Timeline Judging
HUMAN PRACTICES
Overview Investigations and Impact Outreach Collaborations
TEAM
Members Attributions
WLC-Milwaukee iGEM
insert_chart PROJECT
Overview Background System Design Wetlab Results Parts
developer_board DOCUMENTATION
Safety Timeline Judging
nature_people HUMAN PRACTICES
Overview Investigations and Impact Outreach Collaborations
people TEAM
Members Attributions
WLC iGEM 2018 | Collaborations
Collaborations
We collaborated with other iGEM teams in two primary ways: providing data through surveys and receiving assistance in dealing with a growing team from Cornell iGEM.  We provided data to the IIT Kanpur iGEM Team for their project that worked with other aspects of water pollution, namely detergent degradation, which is one area we are interested in as a team.
Perhaps most significantly, we also collaborated with the Cornell iGEM team after a member of our lab met with, and was able to tour the Cornell iGEM Lab spaces over the summer! This initial interaction and discussion of how the Cornell iGEM team is organized led to future collaboration between our two teams looking at how as a team we can practically implement some of the strategies Cornell iGEM has used to manage their large team size. We have been excited to have a large influx of members this fall, but have struggled to effectively communicate and delegate assignments for the team. As a result, the methods for team member evaluation, establishment of sub-team leads, and meeting schedules with the various sub-team leads that we received from Cornell iGEM have aided us greatly in setting more concrete standards for communication and team operation. Additionally, we have been trying to find a way to better ingrain our iGEM team into our institutions research program and with some help from the Cornell team we have made significant progress in setting standards of evaluation and a more defined structure for our team. This necessary structure and method of evaluation were previously lacking in our team, but with the suggested revisions suggested we will now be able to be more formally recognized by our home institution and receive official acknowledgement for our work.
Finally, we have also been immensely grateful to collaborate with a team of software developers at our home institution, W.A.S.D., to construct and implement our Wiki! They have done amazing work taking our ideas and turning them into a well-structured and beautiful Wiki that allows us to display our work in a clear and organized format. We couldn’t have completed",TRUE,Cornell,"Advice, Meetup",Cornell provided advice after meeting up with team Milwaukee,ts,
WashU_StLouis,2015,"Send Bug
Close Modal
Discover
Parts
Basic Parts
Parts Collection
Parts
Composite Part
Team
Members
Journals
Attributions
Project
Description
Design
Modeling
Measurement
Policies and Practices
Practices
Safety
Misc.
Software
Collaborations
Sponsors
Special Thanks to ​the Center for Biological Systems Engineering, Department of Chemistry, Focht Family, Heeney/Toomey Family, Bourg Family, NSF-MCB Award #1331194
Washington University in St. Louis and Pennsylvania State University iGEM 2015",FALSE,,,,,
LZU-China,2015,"Team:LZU-China/Collaborations
Team:LZU 2015
Main
Project
Parts
Human Practices
Attributions
Safety
Notes
Collaboration
Navbar Link
Collaboration
Shiyan_SY_China
TJU
SZU
The collaboration with TJU
We started our contact with team TJU from the very beginning of the summer. Since both teams are working on the MFC system, we have shared a lot of experience on it, including the MFC device setup, medium condition control and part characterization. Additionally, we had lots of online and offline discussion with them.
In the middle of the project, we came to Key Laboratory of Systems Bioengineering (Tianjin University) to have a project seminar with them. During the discussion, we knew that they have constructed a lactate producing part named ldhE. However, their characterization of this part was faced with some problem. To be specific, engineered E.coli strain bearing the ldhE part showed little difference with the wild type. (shown as follows)
Fig.1 The production of lactate in MG1665-WT. The cells were cultured in 37C for 15h and the lactate concentration was measured by HPLC.
For the lactate producing system, we have helped team TJU to optimize and characterize the ldhE part. From their introduction, we know that LDH is an enzyme catalyzes the conversion of pyruvate to lactate with NADH serving as the coenzyme. Initially, they intended to introduce high-yield u L-(+)-lactate dehydrogenase gene (ldhA) from Lactobacillus, which could produce a relatively larger amount of L-lactate for Shewanella. Consequently, we decided to focus on the assistant method to help them resolve the problem.
After some consultant, we noticed that the wild type E. coli's LDH reaction is not as competitive as the reaction through PFL, which might result in the ineffectiveness of ldhE.[1] Therefore, knockout of the PFL related genes will contribute to redistribute the metabolic flux. In addition, we searched in the part registry of IGEM and found the part BBa_K341458 and part BBa_K341002, which revealed a more effective and easy-to-use method for gene knockout.
In the system we searched, the cell is ﬁrst transformed with a helper plasmid harboring genes encoding the λ-Red enzymes, I-SceI endonuclease, and RecA.",TRUE,TJU,Work,LZU helped characterize a part of TJU,st,
LZU-China,2015,"Team:LZU-China/Collaborations
Team:LZU 2015
Main
Project
Parts
Human Practices
Attributions
Safety
Notes
Collaboration
Navbar Link
Collaboration
Shiyan_SY_China
TJU
SZU
The collaboration with TJU
We started our contact with team TJU from the very beginning of the summer. Since both teams are working on the MFC system, we have shared a lot of experience on it, including the MFC device setup, medium condition control and part characterization. Additionally, we had lots of online and offline discussion with them.
In the middle of the project, we came to Key Laboratory of Systems Bioengineering (Tianjin University) to have a project seminar with them. During the discussion, we knew that they have constructed a lactate producing part named ldhE. However, their characterization of this part was faced with some problem. To be specific, engineered E.coli strain bearing the ldhE part showed little difference with the wild type. (shown as follows)
Fig.1 The production of lactate in MG1665-WT. The cells were cultured in 37C for 15h and the lactate concentration was measured by HPLC.
For the lactate producing system, we have helped team TJU to optimize and characterize the ldhE part. From their introduction, we know that LDH is an enzyme catalyzes the conversion of pyruvate to lactate with NADH serving as the coenzyme. Initially, they intended to introduce high-yield u L-(+)-lactate dehydrogenase gene (ldhA) from Lactobacillus, which could produce a relatively larger amount of L-lactate for Shewanella. Consequently, we decided to focus on the assistant method to help them resolve the problem.
After some consultant, we noticed that the wild type E. coli's LDH reaction is not as competitive as the reaction through PFL, which might result in the ineffectiveness of ldhE.[1] Therefore, knockout of the PFL related genes will contribute to redistribute the metabolic flux. In addition, we searched in the part registry of IGEM and found the part BBa_K341458 and part BBa_K341002, which revealed a more effective and easy-to-use method for gene knockout.
In the system we searched, the cell is ﬁrst transformed with a helper plasmid harboring genes encoding the λ-Red enzymes, I-SceI endonuclease, and RecA.",TRUE,"Shiyan_SY_China, TJU, SZU_China",Other,Team names mentioned without any context,,Check
NKU_CHINA,2018," audience’s questions one by one in front of their own exhibition boards, expanding the public's understanding of synthetic biology.
Contacts
Address
Nankai University No.94 Weijin Road, Nankai District Tianjin, P.R.China 300071
Copyright © Team NKU_CHINA 2018
Top",FALSE,,,,,
Groningen,2018," participate in the biohackathon and set to brainstorming. As we were throwing around some ideas for the hackathon in our office, some of our lab experts came to us. They told us they were making buffers for the lab, and that they were wondering if it would be possible to automate this task. This initial thought spawned the idea of buffy the bufferbot, our automatic buffer adjusting robot.
Soon we flew to Vilnius, Lithuania and were greeted by the the Vilnius iGEM team’s charming Lina and Ieva, who graciously hosted us during the weekend. The biohackathon took part from friday till sunday, and was concluded by pitches from every team. It was decided that we would create the brains of “buffy” at the hackathon and work on the hardware aspects of the project after we returned to Groningen. We presented a demo of our project, which uses carefully designed machine intelligence to keep track of the pH of the buffer and to make predictions of how best to adjust this pH to reach the desired goal. After careful deliberations, the judges awarded our team the prize for the best pitch!
Concluding the hackathon, there was a fruitful meeting between the present iGEM teams, Groningen, Lund, Helsinki and the Vilnius team themselves. We discussed our projects and offered each other useful feedback. We look forward to seeing all the teams again during the Giant Jamboree and we are especially grateful for the Vilnius team’s amazing hospitality.
The software component of buffy the bufferbot can be found at: https://github.com/ezmagon/buffy
Dutch iGEM meetup Leiden
In August we were invited to the Dutch iGEM meetup in Leiden. It was a nice opportunity to meet our fellow Dutch iGEM teams and discuss with them our hopes and dreams. We eagerly sent a delegation to go to Leiden. After a lengthy train ride from Groningen to Leiden, and a short struggle to find the right patch of grass, we arrived to find the warm hospitality of the Dutch iGEM teams. In addition to the Leiden team, the teams from Utrecht, Delft, Eindhoven and Rotterdam were also present. After a nice barbecue, kindly provided by the Leiden team, there was a pubquiz about our iGEM projects; A fun way to learn about each other's projects! It was wonderful to discuss our project with the other teams, and it felt unifying to discover they were running into similar struggles as we were. Overall the meetup was very nice and well worth the",TRUE,"Lund, Helsinki, Vilnius-Lithuania",Meetup,,,
Groningen,2018," participate in the biohackathon and set to brainstorming. As we were throwing around some ideas for the hackathon in our office, some of our lab experts came to us. They told us they were making buffers for the lab, and that they were wondering if it would be possible to automate this task. This initial thought spawned the idea of buffy the bufferbot, our automatic buffer adjusting robot.
Soon we flew to Vilnius, Lithuania and were greeted by the the Vilnius iGEM team’s charming Lina and Ieva, who graciously hosted us during the weekend. The biohackathon took part from friday till sunday, and was concluded by pitches from every team. It was decided that we would create the brains of “buffy” at the hackathon and work on the hardware aspects of the project after we returned to Groningen. We presented a demo of our project, which uses carefully designed machine intelligence to keep track of the pH of the buffer and to make predictions of how best to adjust this pH to reach the desired goal. After careful deliberations, the judges awarded our team the prize for the best pitch!
Concluding the hackathon, there was a fruitful meeting between the present iGEM teams, Groningen, Lund, Helsinki and the Vilnius team themselves. We discussed our projects and offered each other useful feedback. We look forward to seeing all the teams again during the Giant Jamboree and we are especially grateful for the Vilnius team’s amazing hospitality.
The software component of buffy the bufferbot can be found at: https://github.com/ezmagon/buffy
Dutch iGEM meetup Leiden
In August we were invited to the Dutch iGEM meetup in Leiden. It was a nice opportunity to meet our fellow Dutch iGEM teams and discuss with them our hopes and dreams. We eagerly sent a delegation to go to Leiden. After a lengthy train ride from Groningen to Leiden, and a short struggle to find the right patch of grass, we arrived to find the warm hospitality of the Dutch iGEM teams. In addition to the Leiden team, the teams from Utrecht, Delft, Eindhoven and Rotterdam were also present. After a nice barbecue, kindly provided by the Leiden team, there was a pubquiz about our iGEM projects; A fun way to learn about each other's projects! It was wonderful to discuss our project with the other teams, and it felt unifying to discover they were running into similar struggles as we were. Overall the meetup was very nice and well worth the",TRUE,"Utrecht, TUDelft, TU-Eindhoven, Rotterdam_HR",Meetup,,,
UCAS,2017," expressed enzymes. Then we provided no extra xanthine and measured uric acid production following a similar procedure. Results showed that over-expression of enzymes involved in purine biosynthesis did elevate uric acid production compared to E. coliXOR (Figure 13). Interestingly, this time the combination of purM and purD exhibited lowest oxidation activity and we will design more experiments to explore the reason behind. Notably, comparing uric acid produced without extra xanthine by these bacteria with that of E. coliXOR with extra xanthine, bacteria co-transformed with Prs, PurC and PurD, Prs and PurD, PurF and Prs still showed higher oxidation activity (Figure 14). These results confirmed our idea that by over-expressing related enzymes, more purines can be produced for uric acid synthesis. Our future work is to co-express other enzymes and calibrate the ratio of different enzymes to achieve maximum uric acid production.
References
Gas Group:
[1]Dietl, A., et al. (2015). ""The inner workings of the hydrazine synthase multiprotein complex."" Nature 527(7578): 394-397.
[2]Jetten, M. S., et al. (2009). ""Biochemistry and molecular biology of anammox bacteria."" Critical Reviews in Biochemistry and Molecular Biology 44(2-3): 65-84.
[3]Kartal, B. and J. T. Keltjens (2016). ""Anammox Biochemistry: a Tale of Heme c Proteins."" Trends in Biochemical Sciences 41(12): 998-1011.
[4]Kartal, B., et al. (2011). ""Molecular mechanism of anaerobic ammonium oxidation."" Nature 479(7371): 127-130.
[5]Strous, M., et al. (2006). ""Deciphering the evolution and metabolism of an anammox bacterium from a community genome."" Nature 440(7085): 790-794.
Solid Group:
[6]Ferreira Antunes, M., et al. (2016). ""Human xanthine oxidase recombinant in E. coli: A whole cell catalyst for preparative drug metabolite synthesis."" Journal of Biotechnology 235: 3-10.
[7]Shimaoka, M., et al. (2007). ""Effect of amplification of desensitized purF and prs on inos",FALSE,,,,,
BIT-China,2015,"*x10
Dx12=0
Dx13=0
Dx14=0
Dx15=-0.02*x5*x15
Dx16=0.02*x15-0.003*x16
Dx17=0.03*x16-0.03*x17
Dx18=0.07*0.2*x17/(((0.07+0.0005)/0.003)+0.2)-0.03*x11*x18
After several times of discussion with us, BNU-China understood the background of our modeling part and the problems they were about to settle. Meanwhile, they helped us to find some bugs in modeling, such as the inconsistency of some variable values in each group of equations, and the problem that parameters of some equations don’t accord with the fact.
First of all, BNU-China adjusted a series of independent variables and corrected the parameters. Then they found the solution of the equations by applying the Runge-Kutta Method. The method could be used in differential equation system in different dimensions with high efficiency. According to concentration of hydroxyl ion in equation ABCDE groups, pH of each equation was obtained and was used to judge the termination condition. In equation C and equation F, concentration of specific substances were used to stop the conditions. The initial value of each equation group was the terminal value of the last equation group. By this way they achieved the whole cyclic process and finally got dynamic image of pH(Fig.5).
Fig. 5 The dynamic change of pH during the regulation process
The initial concentration of OH- is 0.2×10-6, and the initial pH is higher than 7.0, so the whole reaction starts from Group A, and the reactions are in the order of Group A, B, C, D, E, F, A, B, C, D, E, F.
○ The detection of protein NhaA and NhaB by BNU_China.
BIT-China’s project this year is to regulate the pH in fermentation environment and to strengthen the competence of microorganism to survive in both acid and alkali. Therefore we want to express two kinds of membrane proteins, NhaA and NhaB. Considering the fact that membrane proteins are particularly hard to express and detect, BNU_China helped us to establish this part. To this end, they reviewed amounts of relevant articles and consulted several professors in this field, on which basis they tried various protocols to express, purify and detect NhaA as well as NhaB.
",TRUE,BNU-China,Work,BNU helped with the characterization and experiments of BIT,ts,Check
CU-Boulder,2016,"Team:CU-Boulder/Collaborations
Home
Project
Description
Background
Experiments
Results
Notebook
Team
Team
Collaborations
Attributions
Parts
Parts
Basic Parts
Composite Parts
Part Collection
Safety
Human Practices
MUSE Bio
MUSE Bio is a local start-up company based in Boulder, CO that uses powerful bioinformatics and novel molecular approaches to generate low-cost libraries of thousands of designer protein, pathway, and genome variants. In teaming up with MUSE Bio, we were able to generate a library of genomic edits for EutS and library of naturally activated EutSMNLK compartments.
CRISPR genome editing
Using the CRISPR based CREATE system designed by MUSE, we were able to extend the edits we were making to our plasmid to the genomic level. We did this by expressing the native EutSMNLK compartment in E. Coli cells by introducing an IPTG inducible promoter and then transforming the cells with two sets of genomic edit libraries, provided by MUSE. The first was a library in which each amino acid was replaced with the every other possible amino acids, one at a time. The second provided library contains the amber stop codon at each codon within the genome. With the special tRNA expressed by the Schultz plasmid, the amber stop codon can actually be used to introduce azobenzene to the compartment. The collaboration with MUSE has allowed the team to extend the range and shorten the time required for adding mutations to our system as well as will yield a comparison of the engineered EutS protein to the native EutSMNLK.
Muse Library Integration
We are hopeful for mutations in the genome that create a successful nano- compartment and may improve the stability of the compartment. Ethanolamine is toxic to the cells and is metabolized in Eut complexes. To test the mutations, the two libraries will be grown on ethanolamine plates, with varying concentrations of ethanolamine. Only mutants that can successfully create the compartment will survive on these plates and, theoretically, the plasmids with a beneficial mutation will be found only on the plates with a high concentration of ethanolamine. To test which mutations survived as well as the frequency of these, we will use high throughput sequencing to verify the mutations and quantify which mutations yielded as successful compartment. These data will provide insight into the location of the genome in which mutations are favorable to form this compartment and set up further research into the use of these mutated compartments.
Mile High Meetup #1  University of Colorado Boulder 9/",FALSE,,,,,
SKLMT-China,2018,"andTeam TJU_China. thank you all so much. We thank Team JNFLS,Team NJU,Team OCU-CHINA especially! They measured the fluorescens intensity successfully, and sent back the valid statistics, which is meaningful for us to verify our model.
Since we using a new chassis, the cloning method is significantly different from other teams, as well as the experimental conditions. Therefore, we discussed a lot during the cooperation in transformation methods and the successful Transformant confirmation. We learnt so much from each other and were so happy to cooperate with each other.
Based on our model, we formulated a criterion to the promoter library. As we got the statistics from, we found the data was variable in different order of magnitude because of diverse  experimental methods or condition. Having obtained natural logarithms and normalize these data, finally, as show below:
From the heatmap, we can see the result of JNFLS is very similar with us. Only one promoter has significant difference. About other teams, we still found great difference, but the relative strength between promoters is not much discrepancy. These data can be an serve as a reference for us.
After all , we thank them for their enthusiastic help again!
SDU-CHINA
SDU-CHINA and us come from the same university, so it’s pretty convenient for us to communicate with each other. Because we were both freshmen to iGEM, we helped each other with all kinds of issues during the iGEM season,from project design to experiment support and competition issues. From the beginning, the projects were polished by two teams together through holding some seminars. What’s more, we did the interLab experiment together, experimental materials and equipment were shared together, besides, we analysed the data and discussed the consequence we got together. Recently, we gave them a  new plasmid backbone for helping them in parts standardization, and it worked really well. In a word, thanks to our sister team for playing such a significant role in our growth!
SKLMT
Team
Members
Attributions
Sponsors
Judging
Project
Overview
Design
Red/ET
Results & Demonstration
Safety
InterLab
Parts
Basic Parts
Composite Parts
Part Collection
Improved part
Model
Overview
Process
Results
Software
Introduction
Principle
Human Practices
Overview
Integrated & Gold
Collaborations
Notebook
Overview
Protocol
Material
SKLMT
Useful Links
Main Page
Special pages
Contact us
SKLMT.iGEM.China@gmail.com
Address
Qing",TRUE,"JNFLS, NJU-China",Work,These teams measured stuff and send back to SKLMT so that they could validate,ts,
SKLMT-China,2018,"andTeam TJU_China. thank you all so much. We thank Team JNFLS,Team NJU,Team OCU-CHINA especially! They measured the fluorescens intensity successfully, and sent back the valid statistics, which is meaningful for us to verify our model.
Since we using a new chassis, the cloning method is significantly different from other teams, as well as the experimental conditions. Therefore, we discussed a lot during the cooperation in transformation methods and the successful Transformant confirmation. We learnt so much from each other and were so happy to cooperate with each other.
Based on our model, we formulated a criterion to the promoter library. As we got the statistics from, we found the data was variable in different order of magnitude because of diverse  experimental methods or condition. Having obtained natural logarithms and normalize these data, finally, as show below:
From the heatmap, we can see the result of JNFLS is very similar with us. Only one promoter has significant difference. About other teams, we still found great difference, but the relative strength between promoters is not much discrepancy. These data can be an serve as a reference for us.
After all , we thank them for their enthusiastic help again!
SDU-CHINA
SDU-CHINA and us come from the same university, so it’s pretty convenient for us to communicate with each other. Because we were both freshmen to iGEM, we helped each other with all kinds of issues during the iGEM season,from project design to experiment support and competition issues. From the beginning, the projects were polished by two teams together through holding some seminars. What’s more, we did the interLab experiment together, experimental materials and equipment were shared together, besides, we analysed the data and discussed the consequence we got together. Recently, we gave them a  new plasmid backbone for helping them in parts standardization, and it worked really well. In a word, thanks to our sister team for playing such a significant role in our growth!
SKLMT
Team
Members
Attributions
Sponsors
Judging
Project
Overview
Design
Red/ET
Results & Demonstration
Safety
InterLab
Parts
Basic Parts
Composite Parts
Part Collection
Improved part
Model
Overview
Process
Results
Software
Introduction
Principle
Human Practices
Overview
Integrated & Gold
Collaborations
Notebook
Overview
Protocol
Material
SKLMT
Useful Links
Main Page
Special pages
Contact us
SKLMT.iGEM.China@gmail.com
Address
Qing",TRUE,SDU-CHINA ,"Work, Advice, Material Transfer",Both teams are from the same University and did work together,"ts,st",
USTC,2015,"g
KH2PO4
0.5g
Na2HPO4·12H2O
6.5g
glycerol
1.5g
NaCl
15g
Prepare the culture medium as above.
Prepare the drying agent:
Skim milk 12%(mass fraction)
NaCl 2%(mass fraction)
Culture the bacterial with the culture medium to log phase.
Centrifuge the bacterial solution at 5,000r/min.
Resuspend bacterial with drying agent in the same volume.
Divide the resuspension into EP tube.
Freeze the bacterial at -80 degree centigrade for 8 hours.
Drying the bacterial with lyophilizer.
Store the bacterial powder at -20 ℃.
Following their protocol, we successfully made bacteria powder. And after recovery from the dry, the bacteria grow really fine.
Figure 2. Bacteria powder
Others
BIT also suggested us to employ microfluidic technique, so that we can test varies kinds of antibiotics at the same time. And that's one of our future works. At the same time, we advise them to take a look at last-year's project by Aachen. Both benefit a lot from this kind of cooperation.
Process
Result
Modeling
Bacteria freeze-drying
Others
USTC-Softeware and USTC are like sisters and brothers for we both are USTCers, for we recruited and brainstorm together and for we went through all the processes beside the other. We frequently meet and exchange our advice on each other's project.
This year USTC-Software build a software to find the center of a circular interference pattern (available online, https://fringe.herokuapp.com/#userconsent# ). And they tested their softeware using Spring. After testing, their arithmetic turned out pretty quick, but they also found some disadvantages. By finding the closest two points on two interference lines and lining up them, the center is on the line. But if there only part of the interference line, the result comes out wrong. So the accuracy strongly depend on the lines you chose.
Figure 1. GUI by USTC-Software
Besides that, we also helped them with biology, as almost all of them major in computer science and math. They build software for biologists so they must know our needs. All in all, our suggestions are extremely useful for them.
This year, we continue collaborate with Amoy, previously as XMU-China on their iGEM newsletter. Newsletter edited by Amoy provides a platform for iGEM teams from different countries to communicate with",TRUE,USTC-Software,"Work, Advice",Teams from the same university - helped each other on their projects,"ts,st",Check
USTC,2015,"g
KH2PO4
0.5g
Na2HPO4·12H2O
6.5g
glycerol
1.5g
NaCl
15g
Prepare the culture medium as above.
Prepare the drying agent:
Skim milk 12%(mass fraction)
NaCl 2%(mass fraction)
Culture the bacterial with the culture medium to log phase.
Centrifuge the bacterial solution at 5,000r/min.
Resuspend bacterial with drying agent in the same volume.
Divide the resuspension into EP tube.
Freeze the bacterial at -80 degree centigrade for 8 hours.
Drying the bacterial with lyophilizer.
Store the bacterial powder at -20 ℃.
Following their protocol, we successfully made bacteria powder. And after recovery from the dry, the bacteria grow really fine.
Figure 2. Bacteria powder
Others
BIT also suggested us to employ microfluidic technique, so that we can test varies kinds of antibiotics at the same time. And that's one of our future works. At the same time, we advise them to take a look at last-year's project by Aachen. Both benefit a lot from this kind of cooperation.
Process
Result
Modeling
Bacteria freeze-drying
Others
USTC-Softeware and USTC are like sisters and brothers for we both are USTCers, for we recruited and brainstorm together and for we went through all the processes beside the other. We frequently meet and exchange our advice on each other's project.
This year USTC-Software build a software to find the center of a circular interference pattern (available online, https://fringe.herokuapp.com/#userconsent# ). And they tested their softeware using Spring. After testing, their arithmetic turned out pretty quick, but they also found some disadvantages. By finding the closest two points on two interference lines and lining up them, the center is on the line. But if there only part of the interference line, the result comes out wrong. So the accuracy strongly depend on the lines you chose.
Figure 1. GUI by USTC-Software
Besides that, we also helped them with biology, as almost all of them major in computer science and math. They build software for biologists so they must know our needs. All in all, our suggestions are extremely useful for them.
This year, we continue collaborate with Amoy, previously as XMU-China on their iGEM newsletter. Newsletter edited by Amoy provides a platform for iGEM teams from different countries to communicate with",TRUE,BIT,Advice,,st,
USTC,2015,"g
KH2PO4
0.5g
Na2HPO4·12H2O
6.5g
glycerol
1.5g
NaCl
15g
Prepare the culture medium as above.
Prepare the drying agent:
Skim milk 12%(mass fraction)
NaCl 2%(mass fraction)
Culture the bacterial with the culture medium to log phase.
Centrifuge the bacterial solution at 5,000r/min.
Resuspend bacterial with drying agent in the same volume.
Divide the resuspension into EP tube.
Freeze the bacterial at -80 degree centigrade for 8 hours.
Drying the bacterial with lyophilizer.
Store the bacterial powder at -20 ℃.
Following their protocol, we successfully made bacteria powder. And after recovery from the dry, the bacteria grow really fine.
Figure 2. Bacteria powder
Others
BIT also suggested us to employ microfluidic technique, so that we can test varies kinds of antibiotics at the same time. And that's one of our future works. At the same time, we advise them to take a look at last-year's project by Aachen. Both benefit a lot from this kind of cooperation.
Process
Result
Modeling
Bacteria freeze-drying
Others
USTC-Softeware and USTC are like sisters and brothers for we both are USTCers, for we recruited and brainstorm together and for we went through all the processes beside the other. We frequently meet and exchange our advice on each other's project.
This year USTC-Software build a software to find the center of a circular interference pattern (available online, https://fringe.herokuapp.com/#userconsent# ). And they tested their softeware using Spring. After testing, their arithmetic turned out pretty quick, but they also found some disadvantages. By finding the closest two points on two interference lines and lining up them, the center is on the line. But if there only part of the interference line, the result comes out wrong. So the accuracy strongly depend on the lines you chose.
Figure 1. GUI by USTC-Software
Besides that, we also helped them with biology, as almost all of them major in computer science and math. They build software for biologists so they must know our needs. All in all, our suggestions are extremely useful for them.
This year, we continue collaborate with Amoy, previously as XMU-China on their iGEM newsletter. Newsletter edited by Amoy provides a platform for iGEM teams from different countries to communicate with",TRUE,Amoy,Other,Collaborated on the targets newsletter,st,
CityU_HK,2015," 3.9, GFP specific nanobody becomes the limiting reagent, so the final molarity of the nanobody-antigen complex equals to the initial molarity of the GFP specific nanobody.
Another observation is that, as the concentration of the antigen increases, the rate of the reaction (i.e. formation of the nanobody-antigen complex) reaches equilibrium faster (Figure 3.5 to Figure 3.9). This can be explained by the increased forward reaction rate which depends on the concentration of the GFP specific nanobody and antigen (GFP). 
Reference
Kubala, M. H., Kovtun, O., Alexandrov, K. and Collins, B. M. (2010). Structural and thermodynamic analysis of the GFP:GFP-nanobody complex. Protein Science. 19(12): 2389-2401.
ABOUT US
We are a diverse team of CityU undergraduates, working hard to create a better world.
read more
LOCATION
Department of Biology and Chemistry,
City University of Hong Kong
Tat Chee Avenue, Kowloon,
Hong Kong SAR
CONTACT US
Email: cityu.igem2015@gmail.com
Tel: +852 34427654
FOLLOW US ON",FALSE,,,,,
